user_id,ga_client_id,first_visit_ts,last_active_ts,loyalty_tier,channel,acquisition_date,cac,utm_source,signup_method,signed_up,gender,age_group
user_000037,722bc1d9-f3ea-4320-8833-145409bdfdf3,2025-02-04 02:04:30,2025-04-19 02:04:30,Silver,SNS,2025-02-04,39.53,google,Email,False,male,18-24
user_000038,3f57b53a-4d3f-444f-91a2-dfd1dcccf1eb,2024-12-30 23:09:46,2025-03-27 23:09:46,VIP,SNS,2024-12-30,45.5,google,SNS,True,female,18-24
user_000039,f95e46b9-8ea1-4ae6-9fdc-e742b066e0d8,2025-01-29 08:02:07,2025-02-23 08:02:07,VIP,Referral,2025-01-29,22.88,facebook,Email,False,male,45-54
user_000040,1e406640-9634-4534-b639-fd158718a56f,2025-01-13 05:37:07,2025-03-29 05:37:07,VIP,Google Ads,2025-01-13,15.99,google,SNS,True,female,35-44
user_000041,7400c920-8e47-429f-a017-a8f2a421af09,2024-12-24 10:25:53,2025-03-03 10:25:53,VIP,Organic,2024-12-24,45.74,newsletter,SNS,True,female,18-24
user_000042,d23fa9e6-c2c6-4e8c-8fdb-70be76d99890,2025-01-03 14:10:51,2025-01-14 14:10:51,Silver,SNS,2025-01-03,23.66,facebook,Email,True,female,18-24
user_000043,f0e9d4e4-57e9-4426-a4c9-9e098f3ecd06,2025-01-26 00:41:46,2025-01-29 00:41:46,Gold,Email,2025-01-26,41.12,google,Email,True,male,35-44
user_000044,da55d3f7-490d-4add-86f4-551d5c9244bc,2025-01-21 07:33:01,2025-02-01 07:33:01,Gold,Organic,2025-01-21,45.1,instagram,SNS,False,male,45-54
user_000045,be78427f-5477-4ff4-995d-b6efd15a32a1,2024-12-09 11:21:52,2024-12-23 11:21:52,Gold,Referral,2024-12-09,44.33,google,Email,False,male,35-44
user_000046,892fc337-54b4-430b-96b0-68310ce1e1b6,2024-12-20 14:35:16,2025-02-03 14:35:16,Silver,Referral,2024-12-20,43.18,facebook,SNS,False,female,35-44
user_000047,bb070a80-4b55-47a9-a179-f289bfdf259f,2025-02-14 02:56:28,2025-03-07 02:56:28,VIP,Organic,2025-02-14,41.56,youtube,SNS,True,female,35-44
user_000048,3002ca49-8bec-4301-a9fa-c76c1a8405f4,2025-02-10 06:33:03,2025-04-27 06:33:03,Silver,Email,2025-02-10,22.84,google,Email,True,male,25-34
user_000049,1105e92c-e370-4881-9058-ada83f6c1ca2,2025-01-31 11:47:57,2025-04-14 11:47:57,Gold,Organic,2025-01-31,31.34,newsletter,Email,True,male,45-54
user_000050,cbee2023-10aa-45a4-acb7-7a254a63cb2c,2025-02-24 07:12:11,2025-03-10 07:12:11,Silver,Google Ads,2025-02-24,26.59,google,SNS,False,male,45-54
user_000051,206e8e19-4a93-4b45-8ddf-1de1ca648118,2025-02-19 07:05:09,2025-05-17 07:05:09,VIP,SNS,2025-02-19,39.94,newsletter,SNS,False,male,35-44
user_000052,01bd62b5-d8c2-494b-9cb6-ce5381bc151a,2025-01-24 08:32:41,2025-01-28 08:32:41,Gold,Google Ads,2025-01-24,48.34,instagram,Email,False,female,25-34
user_000053,7e0d2e65-05b9-4b04-ae1e-031f90da9631,2024-12-02 11:36:47,2025-01-23 11:36:47,Silver,SNS,2024-12-02,19.78,newsletter,Email,False,male,25-34
user_000054,a3f41808-eb0a-4c8c-87fb-f8715cd926da,2025-01-26 00:49:08,2025-04-20 00:49:08,Silver,Google Ads,2025-01-26,40.67,instagram,Email,False,male,18-24
user_000055,c38e480f-18b1-4dfc-8eb0-00f6dabbe5d6,2025-02-19 18:40:02,2025-04-21 18:40:02,VIP,Google Ads,2025-02-19,19.44,instagram,Email,False,female,25-34
user_000056,e7c8e183-9738-4fc0-9ada-bf47ad254d45,2025-02-12 18:54:54,2025-03-24 18:54:54,VIP,Google Ads,2025-02-12,32.61,youtube,SNS,True,male,45-54
user_000057,bc33f8db-d584-4b2c-99d8-037235bb2d85,2025-01-07 22:28:44,2025-02-22 22:28:44,Gold,Organic,2025-01-07,39.39,instagram,SNS,False,male,35-44
user_000058,39a85cd8-d6a8-47ad-83e5-aed334afb921,2025-02-18 10:48:24,2025-02-25 10:48:24,VIP,Referral,2025-02-18,23.48,youtube,Email,True,female,35-44
user_000059,359a39cc-124f-428b-b914-4f90bed6a37c,2025-01-06 17:53:16,2025-02-28 17:53:16,Silver,Email,2025-01-06,14.36,instagram,SNS,True,male,25-34
user_000060,2b629550-64a9-4f19-bced-9d67b4aa6e66,2024-12-18 16:23:39,2025-02-10 16:23:39,Gold,Google Ads,2024-12-18,48.25,facebook,Email,True,female,45-54
user_000061,08caac53-c176-49a4-aaae-41a47101a75a,2024-12-24 20:47:37,2025-03-03 20:47:37,Gold,SNS,2024-12-24,17.23,newsletter,Email,False,male,18-24
user_000062,32de7629-71ca-45be-bf4f-c2a6f149aadd,2024-12-24 20:47:01,2025-02-16 20:47:01,VIP,SNS,2024-12-24,44.14,instagram,Email,True,female,45-54
user_000063,ce82935f-3550-47a2-ad82-243523f19a75,2025-02-15 08:35:02,2025-05-14 08:35:02,VIP,Referral,2025-02-15,19.47,instagram,Email,False,female,18-24
user_000064,f452059d-c770-45d2-9376-c089d94da653,2025-02-08 19:49:19,2025-03-21 19:49:19,Silver,Organic,2025-02-08,44.77,instagram,SNS,False,male,35-44
user_000065,87a6f40d-9149-4ec7-9679-51ac8a3cc52b,2025-02-24 21:49:06,2025-04-06 21:49:06,Gold,Referral,2025-02-24,20.44,youtube,Email,False,male,25-34
user_000066,20a58ad4-364a-4678-9420-b939bdf8f74f,2025-02-10 06:06:25,2025-04-17 06:06:25,Gold,Google Ads,2025-02-10,48.69,newsletter,SNS,False,male,25-34
user_000067,45e5914d-fb86-40d1-8fe7-cb454835b5a7,2024-12-27 12:41:06,2024-12-31 12:41:06,VIP,Referral,2024-12-27,43.14,youtube,Email,False,female,35-44
user_000068,e4e4c740-2224-4233-8abd-35ebce91b14c,2024-12-29 01:17:53,2025-03-17 01:17:53,VIP,Organic,2024-12-29,15.56,instagram,SNS,True,male,18-24
user_000069,54452fba-f68a-45ce-9d95-93c2217dbf19,2025-02-08 04:38:27,2025-04-23 04:38:27,Gold,Organic,2025-02-08,33.16,youtube,SNS,True,male,45-54
user_000070,5361980d-00cc-432c-9571-edfbd8f40db6,2024-12-08 19:14:49,2024-12-25 19:14:49,Gold,Organic,2024-12-08,40.06,google,SNS,False,male,35-44
user_000071,465aea05-19ce-47a1-af41-a06fa5f33ca5,2024-12-29 02:51:34,2025-01-29 02:51:34,Silver,Google Ads,2024-12-29,13.13,youtube,SNS,True,male,25-34
user_000072,09bea3fa-5311-46d8-bbbe-fca5bc894b54,2025-02-13 12:36:46,2025-02-25 12:36:46,VIP,Referral,2025-02-13,43.05,facebook,Email,False,female,35-44
user_000073,98204416-21a2-4768-a4ac-f732913f2ee9,2025-01-21 14:56:35,2025-02-09 14:56:35,VIP,Email,2025-01-21,36.19,newsletter,Email,False,female,25-34
user_000074,dfdead5f-cda2-460b-8c6a-12cbf13a892e,2025-01-12 04:38:42,2025-02-07 04:38:42,VIP,Referral,2025-01-12,49.5,youtube,Email,False,male,35-44
user_000075,71ae4573-613b-4085-a409-d7ec5c538696,2025-01-29 02:33:02,2025-03-31 02:33:02,VIP,Email,2025-01-29,27.42,google,SNS,True,male,35-44
user_000076,6b9eb4a5-4e25-48c1-ade8-1ec79815beb9,2024-12-08 23:02:59,2025-02-23 23:02:59,Gold,Referral,2024-12-08,12.71,instagram,Email,True,male,35-44
user_000077,c1f48908-5778-4efa-8fcb-b0d0732166c2,2025-02-24 02:46:22,2025-04-09 02:46:22,VIP,Organic,2025-02-24,20.65,youtube,Email,True,male,35-44
user_000078,407a273f-e8b8-4ddc-bb32-af91b4b8155a,2025-02-27 22:44:02,2025-03-11 22:44:02,Gold,SNS,2025-02-27,17.8,youtube,Email,False,female,25-34
user_000079,7255152d-6a4b-47f8-ba29-8c9e6f70950f,2024-12-02 22:31:01,2024-12-25 22:31:01,Silver,SNS,2024-12-02,30.04,facebook,Email,False,female,18-24
user_000080,29a92b5c-f0c4-4d8d-86b3-598cae324278,2025-01-17 14:22:08,2025-03-25 14:22:08,VIP,SNS,2025-01-17,11.59,youtube,SNS,True,male,35-44
user_000081,a8fccc35-e75f-4311-8942-9d7fdeffa1d5,2025-01-31 18:15:34,2025-02-17 18:15:34,Gold,Email,2025-01-31,48.64,instagram,Email,False,female,18-24
user_000082,94692e17-ddec-4724-8c10-f4452e0c72c1,2024-12-05 18:16:01,2024-12-10 18:16:01,VIP,Email,2024-12-05,29.81,google,SNS,True,male,18-24
user_000083,036ac108-57dc-4a56-9a55-8171c9489119,2025-01-24 22:16:29,2025-01-26 22:16:29,Gold,Email,2025-01-24,49.96,facebook,Email,True,female,18-24
user_000084,939a0e90-66be-41fd-b792-bd7ba0fd2154,2025-02-02 06:45:24,2025-02-26 06:45:24,VIP,Google Ads,2025-02-02,20.81,google,SNS,True,male,18-24
user_000085,93e076bf-4922-4592-ba46-5bfd33723975,2024-12-23 10:14:49,2025-01-03 10:14:49,Silver,Organic,2024-12-23,43.77,newsletter,Email,False,male,25-34
user_000086,eb5ecbb5-cf1b-4891-9577-bf83cdb30cc6,2025-01-29 04:05:52,2025-04-02 04:05:52,Gold,Google Ads,2025-01-29,13.02,google,Email,False,female,18-24
user_000087,23afc208-270f-412f-969f-0cdbf71761c2,2025-02-23 08:44:18,2025-04-30 08:44:18,Gold,Email,2025-02-23,42.21,google,Email,False,female,18-24
user_000088,8831c099-fbe5-40d3-89ac-ff354f522683,2025-01-13 03:31:31,2025-03-29 03:31:31,Silver,SNS,2025-01-13,30.56,google,Email,False,male,25-34
user_000089,74cd2872-4f90-4d9c-855e-318c8fe32fdf,2024-12-07 01:40:19,2025-02-04 01:40:19,VIP,Organic,2024-12-07,44.92,google,Email,True,male,25-34
user_000090,4bb9bb7e-610d-451f-8061-d3f2d7cdcb14,2024-12-05 12:39:11,2025-02-19 12:39:11,VIP,Organic,2024-12-05,10.09,instagram,SNS,True,female,45-54
user_000091,fa9bb9e0-bffc-456e-91e5-1a26ec38042f,2025-02-20 08:13:01,2025-04-10 08:13:01,VIP,Organic,2025-02-20,18.11,instagram,Email,True,male,45-54
user_000092,0170d94b-7b32-4ab6-b0e4-2ea64f167750,2024-12-28 07:12:59,2025-01-19 07:12:59,VIP,Email,2024-12-28,34.23,instagram,SNS,False,female,25-34
user_000093,381069ec-2f3c-4ead-9868-63dd88883a0f,2025-01-30 20:58:32,2025-04-18 20:58:32,VIP,SNS,2025-01-30,16.72,newsletter,SNS,True,male,18-24
user_000094,c9ea220c-21ad-412c-8041-b122acdf3c40,2024-12-01 14:42:59,2025-02-11 14:42:59,VIP,Google Ads,2024-12-01,25.75,youtube,SNS,True,female,35-44
user_000095,125774bd-a117-4c8d-a9c9-a5d7166b1b4f,2025-02-25 07:02:00,2025-04-12 07:02:00,Silver,Email,2025-02-25,10.37,youtube,Email,True,female,35-44
user_000096,8629d893-fc81-4455-951b-2d4dd7871a55,2025-02-28 15:21:22,2025-05-15 15:21:22,Gold,Google Ads,2025-02-28,13.44,instagram,SNS,False,female,25-34
user_000097,38c5f404-69bd-4013-b476-645a8c9a48ac,2024-12-29 11:04:50,2025-01-29 11:04:50,VIP,Email,2024-12-29,48.42,instagram,SNS,False,female,18-24
user_000098,2fd7443e-d5ee-46d3-8baf-f0a4bccc2326,2025-01-13 11:59:05,2025-02-02 11:59:05,Silver,Google Ads,2025-01-13,32.21,google,Email,True,female,25-34
user_000099,50760114-4cdb-444a-9f93-a2326c889ce2,2024-12-05 17:23:47,2024-12-10 17:23:47,VIP,Referral,2024-12-05,13.87,newsletter,Email,True,female,35-44
user_000100,5d28be8f-3c2a-4c54-a12f-952d0e58f1a2,2025-02-15 00:39:35,2025-03-01 00:39:35,Silver,Referral,2025-02-15,40.4,facebook,SNS,True,female,25-34
user_000101,1228649e-c53d-4d01-b8a8-e2726cb817b4,2025-01-09 08:22:39,2025-03-25 08:22:39,Silver,SNS,2025-01-09,40.63,newsletter,Email,True,male,45-54
user_000102,f0edefa7-2055-4d65-8390-3fcb98aeb802,2025-02-10 08:17:31,2025-04-28 08:17:31,Silver,Google Ads,2025-02-10,29.87,youtube,Email,True,male,25-34
user_000103,751f3a49-7007-4fd3-b529-2f66b8c44b2e,2025-01-01 18:25:22,2025-03-09 18:25:22,Silver,Email,2025-01-01,15.72,facebook,SNS,True,female,18-24
user_000104,914cf0b0-7e7b-4359-b3d7-77d9536d7cd6,2025-01-11 17:32:29,2025-01-19 17:32:29,Gold,Google Ads,2025-01-11,11.93,instagram,SNS,True,male,45-54
user_000105,40a99b5b-a904-4ae1-85d2-a39b650973d9,2025-01-24 01:48:33,2025-04-09 01:48:33,VIP,Organic,2025-01-24,42.28,google,SNS,True,female,35-44
user_000106,3c1d34b5-a7cb-409b-99a9-a6b2d0f4b200,2025-02-15 18:13:43,2025-03-26 18:13:43,VIP,Referral,2025-02-15,40.38,newsletter,Email,False,male,18-24
user_000107,d393b14a-e98e-4d1b-8bc1-d563a827a24c,2025-01-15 23:16:14,2025-01-16 23:16:14,Gold,Email,2025-01-15,18.48,facebook,SNS,True,male,35-44
user_000108,0825a07e-8064-4893-a672-6e6c4a381b9a,2025-01-26 01:26:42,2025-03-24 01:26:42,Silver,Email,2025-01-26,35.48,google,SNS,True,male,35-44
user_000109,5b1e7f96-cab0-456a-a49d-b9d9cdd3218c,2024-12-04 09:11:35,2025-02-01 09:11:35,VIP,Organic,2024-12-04,31.39,newsletter,SNS,False,female,25-34
user_000110,d5f230af-771a-404b-bd6a-078a2a744210,2025-02-14 15:08:41,2025-03-19 15:08:41,Gold,Email,2025-02-14,49.66,instagram,Email,True,female,25-34
user_000111,1353a47c-2de1-4082-b2fd-1cd05523e560,2024-12-25 03:00:50,2025-02-12 03:00:50,Silver,Google Ads,2024-12-25,29.72,youtube,Email,False,female,25-34
user_000112,84d0921c-0b9a-4e34-948d-3b3cc0adc89e,2025-01-18 03:19:41,2025-01-21 03:19:41,VIP,Referral,2025-01-18,39.49,google,Email,False,male,35-44
user_000113,f1ee2e7a-e8f1-4813-bb85-f80cb6dad8a8,2025-01-20 06:55:04,2025-04-04 06:55:04,Gold,Referral,2025-01-20,24.9,youtube,Email,False,male,25-34
user_000114,bc08e012-1df2-49ee-8f16-edcb9fd1a2ac,2025-02-22 07:33:39,2025-05-05 07:33:39,Silver,Google Ads,2025-02-22,38.51,instagram,Email,False,male,35-44
user_000115,e615206a-305c-46bf-b22b-ab882a50458a,2025-01-01 21:53:28,2025-03-22 21:53:28,VIP,SNS,2025-01-01,19.83,facebook,SNS,True,male,25-34
user_000116,3d534f82-14ab-4bc3-8d20-e7c6afd0c4e0,2025-02-02 00:47:38,2025-04-15 00:47:38,VIP,Email,2025-02-02,48.61,newsletter,Email,False,male,45-54
user_000117,c2e4851c-8232-4b86-8e95-e9a3a7e16323,2025-02-04 08:31:27,2025-04-20 08:31:27,Gold,Google Ads,2025-02-04,49.3,facebook,Email,False,female,45-54
user_000118,254ac4eb-10fd-4b95-9a1c-98a25ac35827,2025-01-27 22:55:53,2025-02-04 22:55:53,Silver,Referral,2025-01-27,17.91,youtube,Email,False,female,35-44
user_000119,fbd6d674-b5c6-4ffe-a329-0f18b45a9f2f,2024-12-23 04:31:58,2025-02-20 04:31:58,VIP,SNS,2024-12-23,20.47,youtube,SNS,True,male,18-24
user_000120,e8fa24ef-9e7b-40de-8efe-d24fcd1bcdae,2024-12-07 23:41:19,2025-01-22 23:41:19,Gold,Google Ads,2024-12-07,12.92,newsletter,SNS,True,female,25-34
user_000121,2c4fc075-2917-459b-a254-02d555222eb3,2025-01-23 14:41:32,2025-01-30 14:41:32,VIP,Email,2025-01-23,37.59,google,SNS,False,female,45-54
user_000122,46272fdc-b51f-46d2-8558-eee5e09e3e97,2024-12-09 13:55:40,2025-02-12 13:55:40,Silver,Referral,2024-12-09,32.37,google,Email,True,male,35-44
user_000123,78b79f15-22ac-48d1-9c15-1b947637c31e,2025-02-19 10:13:21,2025-04-10 10:13:21,Gold,SNS,2025-02-19,11.81,facebook,Email,True,female,45-54
user_000124,afa41e22-50a7-4ccb-811a-4455bd7e9cdf,2025-02-05 22:05:39,2025-04-03 22:05:39,VIP,Referral,2025-02-05,43.71,google,SNS,False,male,18-24
user_000125,6c62d6d0-99fb-456a-901e-66eff22c0fe5,2025-02-23 17:04:18,2025-04-13 17:04:18,Gold,Organic,2025-02-23,28.83,instagram,SNS,False,female,35-44
user_000126,8c52e99b-bdef-4cfc-87db-c2188b7935ae,2025-02-09 13:21:36,2025-02-20 13:21:36,Gold,SNS,2025-02-09,45.11,facebook,SNS,True,male,18-24
user_000127,e900663c-ff67-4e6e-a161-d83b93bb3c4d,2025-02-20 11:44:16,2025-04-16 11:44:16,Gold,Google Ads,2025-02-20,44.94,youtube,SNS,False,male,35-44
user_000128,f5c6c5e0-1aeb-43b7-9888-c9a00191be96,2024-12-16 10:05:36,2025-03-10 10:05:36,Silver,Email,2024-12-16,32.28,instagram,Email,True,male,45-54
user_000129,7de0be89-967c-4faf-8907-0d4849fa6f14,2025-01-26 14:29:24,2025-02-10 14:29:24,Silver,SNS,2025-01-26,15.26,google,SNS,True,female,45-54
user_000130,a94f914c-4106-4df2-8c99-9b373b0993e6,2025-01-14 16:34:14,2025-04-08 16:34:14,Gold,Google Ads,2025-01-14,28.74,youtube,Email,True,male,35-44
user_000131,5266dad7-3e59-4afa-bd7c-2f43c48f505e,2025-02-19 12:46:52,2025-05-19 12:46:52,Silver,Organic,2025-02-19,37.14,youtube,SNS,True,female,45-54
user_000132,5a3968c1-c5d9-4afd-acd1-1615027da905,2025-01-09 11:01:22,2025-04-08 11:01:22,Silver,Email,2025-01-09,26.15,facebook,Email,False,male,45-54
user_000133,5bae2d1a-ea0a-41b9-8919-6097f7fd6e10,2025-02-14 11:28:50,2025-03-20 11:28:50,Silver,Organic,2025-02-14,21.52,facebook,SNS,True,male,25-34
user_000134,532524ed-c721-419f-91a4-5822541a8139,2025-01-19 04:47:55,2025-03-15 04:47:55,Gold,Google Ads,2025-01-19,15.4,youtube,SNS,False,male,25-34
user_000135,f9d93868-078e-419d-b8a3-27fe0ed2b840,2025-01-01 19:32:31,2025-03-27 19:32:31,Silver,Organic,2025-01-01,43.75,google,SNS,False,female,45-54
user_000136,4c5394e2-9652-4b40-b0f8-1d8d35d9fe26,2025-01-01 04:12:57,2025-01-07 04:12:57,Gold,Referral,2025-01-01,22.36,facebook,SNS,True,male,35-44
user_000137,cc2b0cb2-fd12-410d-a2ba-307c87f3bdb5,2024-12-09 15:50:55,2025-02-23 15:50:55,Silver,Referral,2024-12-09,12.62,google,Email,False,male,25-34
user_000138,dc2e8a9e-3e96-4b49-b0ae-01489b20055e,2024-12-21 10:39:43,2025-01-03 10:39:43,Silver,Google Ads,2024-12-21,12.14,facebook,Email,False,male,35-44
user_000139,07885496-aa48-4eca-ab9f-824a5f26a71c,2025-02-07 11:51:14,2025-03-05 11:51:14,Gold,Google Ads,2025-02-07,34.34,facebook,Email,True,male,18-24
user_000140,5b01ac8f-b481-4f7b-a21f-cd91666c89fe,2024-12-29 04:47:42,2025-02-18 04:47:42,VIP,Referral,2024-12-29,20.81,newsletter,SNS,False,male,45-54
user_000141,fd5059fa-d92d-42a5-8ac8-b6bed1ee7422,2025-02-09 15:15:20,2025-02-21 15:15:20,VIP,SNS,2025-02-09,43.94,youtube,Email,True,male,45-54
user_000142,8c7a7226-d63a-4229-bf72-115f92b06554,2025-02-09 19:37:46,2025-02-18 19:37:46,Gold,Referral,2025-02-09,32.57,youtube,Email,True,male,35-44
user_000143,d27813d6-dbaa-4789-a30f-580a4b3c7cfc,2025-01-27 09:02:37,2025-02-09 09:02:37,Silver,Google Ads,2025-01-27,38.57,youtube,SNS,False,female,35-44
user_000144,f1dbbbb7-7a94-40aa-9a93-81b184727e15,2025-01-03 12:58:22,2025-02-15 12:58:22,VIP,Organic,2025-01-03,44.1,instagram,Email,False,male,45-54
user_000145,2fdad042-cd9b-4f69-bac6-663bac1740b2,2024-12-27 12:54:05,2024-12-29 12:54:05,Silver,SNS,2024-12-27,19.6,youtube,SNS,True,female,45-54
user_000146,979a2f14-1e34-4897-9467-b9dd337f4678,2025-02-17 11:16:40,2025-04-21 11:16:40,Gold,Google Ads,2025-02-17,46.84,newsletter,Email,True,female,45-54
user_000147,22330797-3043-4e58-95fe-bfec2c2845ce,2025-02-23 08:04:26,2025-03-05 08:04:26,Gold,Email,2025-02-23,35.41,facebook,SNS,True,female,25-34
user_000148,fc357ae0-a65f-4f8e-b431-5eb85df03423,2024-12-07 04:13:13,2024-12-14 04:13:13,Silver,SNS,2024-12-07,21.97,facebook,Email,True,male,25-34
user_000149,1d7d5165-26c8-4a4f-9435-fb125b405b3d,2025-01-04 15:30:33,2025-02-15 15:30:33,Gold,Email,2025-01-04,13.16,newsletter,Email,True,female,18-24
