user_id,used_referral_code,nps_score,social_shares,invited_users,viral_coefficient
user_000119,False,6,2,5,5.0
user_000120,True,4,3,3,3.0
user_000121,True,8,8,10,10.0
user_000122,False,3,7,8,8.0
user_000123,False,1,8,6,6.0
user_000124,False,2,8,1,1.0
user_000125,True,8,7,4,4.0
user_000126,False,8,3,6,6.0
user_000127,False,5,4,5,5.0
user_000128,True,7,2,7,7.0
user_000129,False,8,8,7,7.0
user_000130,True,6,9,6,6.0
user_000131,True,2,1,7,7.0
user_000132,False,5,2,3,3.0
user_000133,True,2,3,0,0.0
user_000134,False,2,0,5,5.0
user_000135,False,6,10,0,0.0
user_000136,False,3,7,3,3.0
user_000137,False,10,6,3,3.0
user_000138,False,5,7,2,2.0
user_000139,True,4,6,0,0.0
user_000140,True,0,10,4,4.0
user_000141,True,6,4,1,1.0
user_000142,False,9,8,1,1.0
user_000143,True,8,4,5,5.0
user_000144,True,6,2,5,5.0
user_000145,False,9,9,6,6.0
user_000146,False,9,10,8,8.0
user_000147,True,10,6,4,4.0
user_000148,False,10,9,0,0.0
user_000149,False,0,4,5,5.0
user_000150,False,5,3,10,10.0
user_000151,False,8,1,4,4.0
user_000152,False,10,6,6,6.0
user_000153,True,1,7,3,3.0
user_000154,True,0,4,9,9.0
user_000155,True,8,9,0,0.0
user_000156,True,9,9,6,6.0
user_000157,True,4,9,6,6.0
user_000158,False,10,5,4,4.0
user_000159,False,5,9,4,4.0
user_000160,False,7,6,5,5.0
user_000161,False,10,8,6,6.0
user_000162,True,1,3,4,4.0
user_000163,True,5,7,7,7.0
user_000164,False,7,8,4,4.0
user_000165,True,1,3,5,5.0
user_000166,True,5,1,5,5.0
user_000167,False,6,0,9,9.0
user_000168,False,3,9,10,10.0
user_000169,False,10,1,8,8.0
user_000170,True,1,0,7,7.0
user_000171,False,4,8,7,7.0
user_000172,True,2,10,2,2.0
user_000173,False,3,7,0,0.0
user_000174,False,4,5,6,6.0
user_000175,True,3,4,0,0.0
user_000176,True,6,1,6,6.0
user_000177,False,2,6,5,5.0
user_000178,True,1,0,1,1.0
user_000179,False,4,5,8,8.0
user_000180,False,7,1,3,3.0
user_000181,True,7,7,6,6.0
user_000182,True,10,8,10,10.0
user_000183,True,2,3,6,6.0
user_000184,True,2,0,4,4.0
user_000185,False,7,3,3,3.0
user_000186,True,1,4,3,3.0
user_000187,False,9,5,5,5.0
user_000188,True,5,10,0,0.0
user_000189,True,3,7,7,7.0
user_000190,False,6,3,2,2.0
user_000191,False,9,2,10,10.0
user_000192,True,0,2,2,2.0
user_000193,True,9,7,8,8.0
user_000194,True,7,7,0,0.0
user_000195,True,4,4,5,5.0
user_000196,True,2,6,4,4.0
user_000197,False,3,8,5,5.0
user_000198,False,0,3,9,9.0
user_000199,False,9,10,8,8.0
user_000200,True,10,6,8,8.0
user_000201,True,4,1,2,2.0
user_000202,False,1,10,2,2.0
user_000203,False,6,3,9,9.0
user_000204,False,10,0,8,8.0
user_000205,False,8,5,6,6.0
user_000206,True,10,6,2,2.0
user_000207,True,0,3,3,3.0
user_000208,True,2,2,3,3.0
user_000209,True,5,8,1,1.0
user_000210,False,5,9,4,4.0
user_000211,False,7,4,4,4.0
user_000212,False,8,7,2,2.0
user_000213,True,7,2,9,9.0
user_000214,False,8,1,10,10.0
user_000215,False,0,4,8,8.0
user_000216,True,3,8,9,9.0
user_000217,False,0,6,1,1.0
user_000218,True,10,7,1,1.0
user_000219,True,0,0,1,1.0
user_000220,False,10,3,10,10.0
user_000221,False,8,4,2,2.0
user_000222,False,2,8,7,7.0
user_000223,False,5,2,7,7.0
user_000224,True,0,10,1,1.0
user_000225,False,9,10,8,8.0
user_000226,True,8,8,10,10.0
user_000227,False,2,8,8,8.0
user_000228,True,4,0,6,6.0
user_000229,False,8,10,6,6.0
user_000230,True,8,9,8,8.0
user_000231,True,4,3,3,3.0
user_000232,False,6,9,8,8.0
user_000233,True,1,8,7,7.0
user_000234,False,8,10,6,6.0
user_000235,True,4,8,5,5.0
user_000236,True,2,0,9,9.0
user_000237,False,10,10,4,4.0
user_000238,True,6,3,8,8.0
user_000239,True,2,3,1,1.0
user_000240,True,7,10,8,8.0
user_000241,True,1,8,9,9.0
user_000242,True,6,4,2,2.0
user_000243,False,10,7,3,3.0
user_000244,True,10,6,5,5.0
user_000245,True,5,4,1,1.0
user_000246,True,10,8,4,4.0
user_000247,True,5,9,6,6.0
user_000248,True,9,1,1,1.0
user_000249,True,8,7,10,10.0
user_000250,True,4,4,3,3.0
user_000251,True,10,10,5,5.0
user_000252,True,0,3,1,1.0
user_000253,True,1,8,2,2.0
user_000254,False,4,2,4,4.0
user_000255,False,4,9,10,10.0
user_000256,False,9,9,8,8.0
user_000257,False,6,9,8,8.0
user_000258,False,5,8,5,5.0
user_000259,False,8,7,4,4.0
user_000260,True,9,8,0,0.0
user_000261,True,9,0,2,2.0
user_000262,True,6,7,2,2.0
user_000263,True,4,10,0,0.0
user_000264,False,8,5,5,5.0
user_000265,False,1,3,7,7.0
user_000266,False,0,10,6,6.0
user_000267,True,7,7,5,5.0
user_000268,True,10,7,9,9.0
user_000269,True,1,2,1,1.0
user_000270,False,7,6,0,0.0
user_000271,True,0,1,7,7.0
user_000272,True,6,8,1,1.0
user_000273,False,6,2,3,3.0
user_000274,True,10,4,9,9.0
user_000275,True,5,2,7,7.0
user_000276,True,2,6,8,8.0
user_000277,False,10,10,2,2.0
user_000278,False,0,8,5,5.0
user_000279,True,4,4,10,10.0
user_000280,False,10,2,6,6.0
user_000281,True,2,3,7,7.0
user_000282,True,7,0,5,5.0
user_000283,False,2,2,5,5.0
user_000284,False,2,7,8,8.0
user_000285,True,5,1,6,6.0
user_000286,True,2,4,10,10.0
user_000287,False,4,4,5,5.0
user_000288,True,10,6,1,1.0
user_000289,False,5,10,7,7.0
user_000290,False,4,1,8,8.0
user_000291,True,5,10,2,2.0
user_000292,True,4,10,1,1.0
user_000293,False,8,9,8,8.0
user_000294,False,0,8,7,7.0
user_000295,False,9,1,2,2.0
user_000296,True,10,7,3,3.0
user_000297,False,1,8,6,6.0
user_000298,True,2,10,6,6.0
user_000299,False,8,2,5,5.0
user_000300,True,7,6,4,4.0
user_000301,False,0,1,5,5.0
user_000302,False,10,5,0,0.0
user_000303,True,1,1,7,7.0
user_000304,False,8,5,6,6.0
user_000305,True,10,6,4,4.0
user_000306,True,5,3,7,7.0
user_000307,False,9,8,10,10.0
user_000308,True,10,8,10,10.0
user_000309,True,10,7,0,0.0
user_000310,True,5,10,2,2.0
user_000311,True,1,10,2,2.0
user_000312,True,10,5,5,5.0
user_000313,False,0,9,10,10.0
user_000314,True,3,2,0,0.0
user_000315,False,2,0,6,6.0
user_000316,True,10,3,7,7.0
user_000317,True,8,5,3,3.0
user_000318,True,3,8,3,3.0
user_000319,False,3,4,8,8.0
user_000320,True,10,1,3,3.0
user_000321,True,6,4,0,0.0
user_000322,True,1,0,5,5.0
user_000323,True,7,8,5,5.0
user_000324,False,2,6,8,8.0
user_000325,False,1,1,4,4.0
user_000326,False,10,7,8,8.0
user_000327,False,10,4,0,0.0
user_000328,False,10,10,8,8.0
user_000329,True,10,7,3,3.0
user_000330,True,4,0,7,7.0
user_000331,False,9,3,7,7.0
user_000332,False,2,2,1,1.0
user_000333,True,3,1,6,6.0
user_000334,False,3,0,7,7.0
user_000335,True,8,1,9,9.0
user_000336,False,1,1,1,1.0
user_000337,False,2,8,4,4.0
user_000338,False,6,6,4,4.0
user_000339,True,7,0,1,1.0
user_000340,False,2,8,2,2.0
user_000341,True,0,6,6,6.0
user_000342,True,0,3,9,9.0
user_000343,False,1,2,9,9.0
user_000344,True,7,3,5,5.0
user_000345,True,6,7,6,6.0
user_000346,False,6,0,0,0.0
user_000347,True,6,1,0,0.0
user_000348,True,6,1,0,0.0
user_000349,False,2,5,7,7.0
user_000350,False,4,1,7,7.0
user_000351,False,7,3,10,10.0
user_000352,False,4,6,10,10.0
user_000353,True,5,9,5,5.0
user_000354,True,3,7,4,4.0
user_000355,True,1,8,3,3.0
user_000356,False,9,2,9,9.0
user_000357,True,6,3,4,4.0
user_000358,True,0,2,3,3.0
user_000359,False,5,7,2,2.0
user_000360,False,7,8,0,0.0
user_000361,False,4,2,6,6.0
user_000362,True,3,3,4,4.0
user_000363,True,7,9,7,7.0
user_000364,True,10,4,9,9.0
user_000365,True,4,0,2,2.0
user_000366,False,0,8,7,7.0
user_000367,False,6,3,6,6.0
user_000368,False,1,5,10,10.0
user_000369,True,0,9,9,9.0
user_000370,False,0,7,7,7.0
user_000371,False,1,0,3,3.0
user_000372,True,10,3,9,9.0
user_000373,False,2,10,9,9.0
user_000374,False,0,1,9,9.0
user_000375,True,2,4,4,4.0
user_000376,True,3,10,4,4.0
user_000377,True,5,4,10,10.0
user_000378,True,7,6,3,3.0
user_000379,False,8,3,3,3.0
user_000380,True,7,4,6,6.0
user_000381,True,8,10,8,8.0
user_000382,True,0,5,7,7.0
user_000383,False,6,8,5,5.0
user_000384,False,6,7,1,1.0
user_000385,True,0,3,10,10.0
user_000386,True,2,7,3,3.0
user_000387,True,1,5,9,9.0
user_000388,True,4,3,0,0.0
user_000389,True,3,3,7,7.0
user_000390,True,1,8,10,10.0
user_000391,False,0,3,8,8.0
user_000392,True,9,4,8,8.0
user_000393,True,3,9,6,6.0
user_000394,False,4,9,6,6.0
user_000395,True,2,10,4,4.0
user_000396,False,9,9,2,2.0
user_000397,True,2,8,4,4.0
user_000398,True,5,8,8,8.0
user_000399,True,3,5,1,1.0
user_000400,True,8,0,7,7.0
user_000401,False,1,9,5,5.0
user_000402,True,3,4,6,6.0
user_000403,True,2,10,8,8.0
user_000404,False,1,9,2,2.0
user_000405,True,5,2,0,0.0
user_000406,True,3,5,4,4.0
user_000407,False,4,2,3,3.0
user_000408,False,5,2,4,4.0
user_000409,True,6,2,6,6.0
user_000410,True,9,3,10,10.0
user_000411,False,0,4,10,10.0
user_000412,False,9,0,3,3.0
user_000413,False,8,1,6,6.0
user_000414,True,9,1,3,3.0
user_000415,True,8,10,8,8.0
user_000416,False,4,1,0,0.0
user_000417,False,3,10,9,9.0
user_000418,False,0,7,3,3.0
user_000419,True,10,4,8,8.0
user_000420,True,3,6,2,2.0
user_000421,True,5,4,5,5.0
user_000422,False,6,9,2,2.0
user_000423,True,5,0,1,1.0
user_000424,True,2,10,1,1.0
user_000425,True,10,2,2,2.0
user_000426,True,5,9,7,7.0
user_000427,True,10,8,1,1.0
user_000428,False,2,8,3,3.0
user_000429,False,0,2,4,4.0
user_000430,True,5,8,3,3.0
user_000431,True,8,6,10,10.0
user_000432,True,4,9,6,6.0
user_000433,True,7,8,8,8.0
user_000434,False,6,8,9,9.0
user_000435,False,7,6,4,4.0
user_000436,False,6,8,3,3.0
user_000437,True,1,8,6,6.0
user_000438,False,10,10,4,4.0
user_000439,True,4,10,2,2.0
user_000440,True,1,1,8,8.0
user_000441,True,2,8,6,6.0
user_000442,True,4,6,3,3.0
user_000443,True,8,8,6,6.0
user_000444,False,2,1,1,1.0
user_000445,True,9,7,1,1.0
user_000446,False,4,1,4,4.0
user_000447,True,5,7,9,9.0
user_000448,True,10,6,8,8.0
user_000449,False,7,0,6,6.0
user_000450,False,0,1,2,2.0
user_000451,False,6,8,1,1.0
user_000452,True,5,9,6,6.0
user_000453,False,1,0,2,2.0
user_000454,False,9,8,2,2.0
user_000455,True,4,6,2,2.0
user_000456,False,5,7,6,6.0
user_000457,True,10,1,6,6.0
user_000458,True,6,4,5,5.0
user_000459,True,0,0,2,2.0
user_000460,True,1,3,4,4.0
user_000461,True,3,8,9,9.0
user_000462,True,5,6,3,3.0
user_000463,False,2,2,6,6.0
user_000464,True,4,3,8,8.0
user_000465,True,5,1,1,1.0
user_000466,True,4,5,4,4.0
user_000467,False,1,8,4,4.0
user_000468,False,4,8,0,0.0
user_000469,False,9,4,0,0.0
user_000470,False,10,8,6,6.0
user_000471,True,1,0,7,7.0
user_000472,True,7,0,6,6.0
user_000473,True,0,6,10,10.0
user_000474,False,9,2,3,3.0
user_000475,True,9,5,5,5.0
user_000476,False,7,10,3,3.0
user_000477,True,10,9,7,7.0
user_000478,False,1,1,1,1.0
user_000479,False,1,7,4,4.0
user_000480,True,5,3,10,10.0
user_000481,True,2,1,8,8.0
user_000482,False,8,10,8,8.0
user_000483,False,4,7,4,4.0
user_000484,False,8,8,2,2.0
user_000485,True,8,8,8,8.0
user_000486,False,8,7,6,6.0
user_000487,False,2,4,9,9.0
user_000488,False,5,6,3,3.0
user_000489,True,3,7,0,0.0
user_000490,False,1,0,1,1.0
user_000491,True,0,8,8,8.0
user_000492,False,7,3,9,9.0
user_000493,True,9,5,7,7.0
user_000494,True,6,3,7,7.0
user_000495,True,6,7,6,6.0
user_000496,True,6,9,6,6.0
user_000497,True,2,7,3,3.0
user_000498,True,4,4,6,6.0
user_000499,False,6,4,3,3.0
user_000500,True,9,1,7,7.0
user_000501,True,1,2,8,8.0
user_000502,True,8,7,4,4.0
user_000503,False,9,7,8,8.0
user_000504,False,3,4,2,2.0
user_000505,False,10,5,3,3.0
user_000506,False,6,1,7,7.0
user_000507,False,5,7,8,8.0
user_000508,False,7,8,2,2.0
user_000509,True,2,2,1,1.0
user_000510,False,5,10,1,1.0
user_000511,True,1,8,10,10.0
user_000512,True,4,3,6,6.0
user_000513,True,8,5,7,7.0
user_000514,True,1,7,7,7.0
user_000515,False,4,2,8,8.0
user_000516,False,2,0,1,1.0
user_000517,True,8,2,7,7.0
user_000518,True,5,5,2,2.0
user_000519,True,8,2,10,10.0
user_000520,False,9,1,3,3.0
user_000521,True,1,2,2,2.0
user_000522,False,4,9,9,9.0
user_000523,False,2,7,0,0.0
user_000524,True,2,10,8,8.0
user_000525,False,2,7,1,1.0
user_000526,True,7,10,5,5.0
user_000527,True,6,6,3,3.0
user_000528,False,9,1,9,9.0
user_000529,False,1,8,0,0.0
user_000530,False,7,8,7,7.0
user_000531,False,6,4,1,1.0
user_000532,False,1,6,0,0.0
user_000533,False,6,1,2,2.0
user_000534,False,4,8,3,3.0
user_000535,False,5,6,7,7.0
user_000536,True,5,9,10,10.0
user_000537,True,9,1,2,2.0
user_000538,True,6,9,8,8.0
user_000539,True,1,5,2,2.0
user_000540,True,4,9,10,10.0
user_000541,True,8,3,6,6.0
user_000542,True,8,1,4,4.0
user_000543,False,6,10,9,9.0
user_000544,True,3,2,6,6.0
user_000545,False,7,7,4,4.0
user_000546,False,2,5,1,1.0
user_000547,False,0,7,4,4.0
user_000548,True,2,9,6,6.0
user_000549,False,9,3,2,2.0
user_000550,False,1,7,4,4.0
user_000551,True,3,7,5,5.0
user_000552,True,9,9,9,9.0
user_000553,False,3,10,8,8.0
user_000554,False,5,7,8,8.0
user_000555,False,6,5,8,8.0
user_000556,False,8,1,2,2.0
user_000557,True,2,3,9,9.0
user_000558,True,5,7,8,8.0
user_000559,False,8,5,6,6.0
user_000560,True,3,8,6,6.0
user_000561,False,10,4,10,10.0
user_000562,False,5,6,7,7.0
user_000563,False,9,4,4,4.0
user_000564,False,8,9,2,2.0
user_000565,False,5,2,1,1.0
user_000566,False,2,6,5,5.0
user_000567,True,7,1,5,5.0
user_000568,False,9,0,1,1.0
user_000569,False,5,9,3,3.0
user_000570,False,2,7,3,3.0
user_000571,False,6,8,3,3.0
user_000572,False,7,8,2,2.0
user_000573,False,7,3,0,0.0
user_000574,False,8,5,1,1.0
user_000575,True,5,6,5,5.0
user_000576,True,7,6,6,6.0
user_000577,True,0,5,3,3.0
user_000578,False,0,3,8,8.0
user_000579,True,8,7,4,4.0
user_000580,False,8,10,7,7.0
user_000581,True,5,7,8,8.0
user_000582,True,7,5,0,0.0
user_000583,True,10,4,10,10.0
user_000584,False,4,7,7,7.0
user_000585,False,0,3,4,4.0
user_000586,False,10,5,10,10.0
user_000587,False,2,6,7,7.0
user_000588,False,2,9,7,7.0
user_000589,True,1,8,5,5.0
user_000590,False,4,1,0,0.0
user_000591,False,2,7,6,6.0
user_000592,False,0,6,7,7.0
user_000593,False,8,0,8,8.0
user_000594,False,9,4,10,10.0
user_000595,True,6,3,6,6.0
user_000596,True,10,4,0,0.0
user_000597,True,4,10,4,4.0
user_000598,True,7,1,8,8.0
user_000599,True,5,7,8,8.0
user_000600,False,0,6,1,1.0
user_000601,True,6,6,10,10.0
user_000602,False,4,4,2,2.0
user_000603,True,8,9,0,0.0
user_000604,True,1,2,9,9.0
user_000605,False,8,6,3,3.0
user_000606,False,4,0,9,9.0
user_000607,False,10,5,5,5.0
user_000608,True,8,6,8,8.0
user_000609,True,1,9,10,10.0
user_000610,False,0,7,1,1.0
user_000611,False,6,7,8,8.0
user_000612,True,4,10,9,9.0
user_000613,True,0,4,2,2.0
user_000614,False,0,7,5,5.0
user_000615,True,0,1,10,10.0
user_000616,False,3,2,2,2.0
user_000617,False,2,2,1,1.0
user_000618,False,3,8,10,10.0
user_000619,False,4,9,3,3.0
user_000620,True,3,7,8,8.0
user_000621,False,1,4,5,5.0
user_000622,False,0,4,9,9.0
user_000623,True,9,2,1,1.0
user_000624,True,1,5,8,8.0
user_000625,False,5,5,0,0.0
user_000626,True,5,1,9,9.0
user_000627,True,10,10,0,0.0
user_000628,False,10,1,3,3.0
user_000629,False,2,8,5,5.0
user_000630,False,2,0,6,6.0
user_000631,False,2,2,3,3.0
user_000632,True,1,6,7,7.0
user_000633,True,2,5,4,4.0
user_000634,True,6,5,0,0.0
user_000635,True,5,0,1,1.0
user_000636,True,7,0,0,0.0
user_000637,False,9,8,4,4.0
user_000638,True,1,2,0,0.0
user_000639,True,8,1,0,0.0
user_000640,True,6,0,6,6.0
user_000641,True,3,4,8,8.0
user_000642,False,1,4,8,8.0
user_000643,False,4,6,8,8.0
user_000644,False,5,8,6,6.0
user_000645,False,7,1,4,4.0
user_000646,False,4,8,2,2.0
user_000647,True,5,0,5,5.0
user_000648,False,1,10,1,1.0
user_000649,True,5,8,5,5.0
user_000650,False,6,5,2,2.0
user_000651,False,7,8,6,6.0
user_000652,False,9,6,8,8.0
user_000653,True,2,7,3,3.0
user_000654,True,0,5,8,8.0
user_000655,True,7,3,10,10.0
user_000656,False,7,5,9,9.0
user_000657,False,2,7,9,9.0
user_000658,False,6,1,3,3.0
user_000659,False,7,5,7,7.0
user_000660,True,1,10,8,8.0
user_000661,True,0,5,2,2.0
user_000662,True,0,4,2,2.0
user_000663,True,7,5,8,8.0
user_000664,False,10,2,9,9.0
user_000665,False,4,10,6,6.0
user_000666,False,3,7,1,1.0
user_000667,False,1,5,3,3.0
user_000668,True,4,5,5,5.0
user_000669,False,3,2,1,1.0
user_000670,False,1,0,7,7.0
user_000671,True,8,9,2,2.0
user_000672,False,0,5,10,10.0
user_000673,True,4,7,7,7.0
user_000674,False,5,5,6,6.0
user_000675,True,2,2,4,4.0
user_000676,False,1,6,1,1.0
user_000677,False,6,6,9,9.0
user_000678,False,0,7,3,3.0
user_000679,True,10,7,4,4.0
user_000680,True,10,7,1,1.0
user_000681,True,2,2,0,0.0
user_000682,True,2,10,0,0.0
user_000683,False,4,1,7,7.0
user_000684,True,9,0,1,1.0
user_000685,True,4,7,1,1.0
user_000686,True,4,7,2,2.0
user_000687,False,1,6,1,1.0
user_000688,True,2,7,7,7.0
user_000689,True,9,4,9,9.0
user_000690,False,4,4,1,1.0
user_000691,False,9,8,3,3.0
user_000692,False,10,0,9,9.0
user_000693,False,10,1,3,3.0
user_000694,False,7,1,0,0.0
user_000695,True,5,2,7,7.0
user_000696,False,8,3,4,4.0
user_000697,True,8,10,2,2.0
user_000698,False,9,9,9,9.0
user_000699,True,2,0,0,0.0
user_000700,False,7,0,3,3.0
user_000701,False,3,6,2,2.0
user_000702,False,9,10,5,5.0
user_000703,True,3,0,7,7.0
user_000704,True,1,4,3,3.0
user_000705,False,5,0,4,4.0
user_000706,False,1,10,9,9.0
user_000707,False,1,1,1,1.0
user_000708,True,0,6,3,3.0
user_000709,True,5,6,6,6.0
user_000710,False,10,5,8,8.0
user_000711,False,7,5,2,2.0
user_000712,True,10,0,6,6.0
user_000713,True,6,9,1,1.0
user_000714,True,3,9,6,6.0
user_000715,False,10,0,6,6.0
user_000716,True,7,10,7,7.0
user_000717,True,8,0,7,7.0
user_000718,False,2,1,2,2.0
user_000719,False,0,6,5,5.0
user_000720,True,0,8,10,10.0
user_000721,True,5,4,10,10.0
user_000722,True,7,2,5,5.0
user_000723,True,2,1,1,1.0
user_000724,False,7,1,3,3.0
user_000725,False,10,4,9,9.0
user_000726,False,6,8,6,6.0
user_000727,False,1,1,9,9.0
user_000728,True,10,10,9,9.0
user_000729,True,9,9,10,10.0
user_000730,False,6,7,4,4.0
user_000731,False,2,7,7,7.0
user_000732,False,9,0,7,7.0
user_000733,False,9,1,6,6.0
user_000734,False,5,4,2,2.0
user_000735,True,4,2,10,10.0
user_000736,True,5,0,7,7.0
user_000737,True,8,10,8,8.0
user_000738,True,8,3,4,4.0
user_000739,True,6,2,9,9.0
user_000740,False,10,9,7,7.0
user_000741,True,9,1,8,8.0
user_000742,True,1,5,8,8.0
user_000743,True,3,7,4,4.0
user_000744,True,6,4,5,5.0
user_000745,True,6,8,7,7.0
user_000746,False,3,7,9,9.0
user_000747,True,5,2,8,8.0
user_000748,True,0,4,9,9.0
user_000749,False,8,7,7,7.0
user_000750,False,0,4,3,3.0
user_000751,False,10,10,6,6.0
user_000752,True,5,9,2,2.0
user_000753,True,1,6,3,3.0
user_000754,False,3,7,3,3.0
user_000755,True,4,6,6,6.0
user_000756,True,6,4,5,5.0
user_000757,True,5,8,9,9.0
user_000758,True,4,2,10,10.0
user_000759,True,9,6,0,0.0
user_000760,False,0,9,2,2.0
user_000761,False,5,10,6,6.0
user_000762,False,7,2,5,5.0
user_000763,True,0,1,10,10.0
user_000764,False,0,6,2,2.0
user_000765,False,6,6,10,10.0
user_000766,False,3,10,3,3.0
user_000767,False,4,4,7,7.0
user_000768,True,4,2,2,2.0
user_000769,True,5,10,0,0.0
user_000770,False,1,3,8,8.0
user_000771,False,5,7,5,5.0
user_000772,True,0,4,7,7.0
user_000773,True,2,5,9,9.0
user_000774,False,3,2,3,3.0
user_000775,False,9,6,6,6.0
user_000776,False,4,2,4,4.0
user_000777,False,1,8,0,0.0
user_000778,False,7,10,9,9.0
user_000779,False,9,4,6,6.0
user_000780,True,0,1,4,4.0
user_000781,False,4,9,10,10.0
user_000782,True,6,7,5,5.0
user_000783,False,7,2,5,5.0
user_000784,False,9,4,2,2.0
user_000785,False,6,5,5,5.0
user_000786,False,10,3,6,6.0
user_000787,False,0,2,4,4.0
user_000788,False,1,4,8,8.0
user_000789,False,0,2,9,9.0
user_000790,True,8,10,8,8.0
user_000791,False,0,5,2,2.0
user_000792,False,3,1,4,4.0
user_000793,False,10,3,6,6.0
user_000794,True,3,9,7,7.0
user_000795,False,1,9,7,7.0
user_000796,False,5,6,3,3.0
user_000797,True,10,6,3,3.0
user_000798,False,7,3,4,4.0
user_000799,True,5,9,0,0.0
user_000800,True,6,7,0,0.0
user_000801,True,10,3,4,4.0
user_000802,True,7,6,7,7.0
user_000803,False,1,5,4,4.0
user_000804,False,3,10,6,6.0
user_000805,False,8,9,0,0.0
user_000806,False,1,7,7,7.0
user_000807,True,0,4,3,3.0
user_000808,False,10,5,4,4.0
user_000809,True,9,8,0,0.0
user_000810,True,4,5,7,7.0
user_000811,True,4,6,5,5.0
user_000812,False,1,2,6,6.0
user_000813,True,1,3,6,6.0
user_000814,True,3,1,3,3.0
user_000815,True,5,3,2,2.0
user_000816,False,2,3,1,1.0
user_000817,False,6,4,8,8.0
user_000818,True,1,7,8,8.0
user_000819,False,10,8,3,3.0
