session_id,user_id,session_duration,device_type
49ed30e9f324b40e,user_000088,544,Mobile
5cd039df329478f3,user_000089,889,PC
1df35a8d9a38415e,user_000090,883,Mobile
cd70030079eda6db,user_000091,452,Mobile
13f09be657456622,user_000092,1112,Mobile
88c116fbf09ddb03,user_000093,570,PC
201c617dffb18d78,user_000094,1161,PC
21b5243e092b70fe,user_000095,163,PC
d5e567b69ebb37ce,user_000096,1133,PC
735bd644a245c01d,user_000097,377,PC
be1cf419d2ea6191,user_000098,1034,Mobile
ad16a3afdaf107d3,user_000099,754,Mobile
7e720aa178ab8e1d,user_000100,1019,Mobile
7f1fc52a79b314a1,user_000101,173,Mobile
64af6b49268d7ba9,user_000102,494,Mobile
26e261048cf41fb3,user_000103,693,PC
836a579e169f52a6,user_000104,1066,PC
d6d41490631ccb79,user_000105,147,PC
38d6af94e3b9bd63,user_000106,173,PC
c80255298a770e19,user_000107,70,Mobile
034bcd3e1e3d9ca5,user_000108,317,Mobile
2f65c7f57d2eb6b2,user_000109,508,PC
6a1a617a0a9082df,user_000110,367,Mobile
be45277530efbcee,user_000111,279,Mobile
ff41f590adca5a07,user_000112,684,PC
dc8e0431b2ee6728,user_000113,849,Mobile
e93d5699c96920f7,user_000114,441,Mobile
a264fa21c89b5e57,user_000115,112,Mobile
13e8bfc46ef9a8a5,user_000116,812,Mobile
438a44ba404a5813,user_000117,304,PC
b7bbe3973a9ff2c7,user_000118,1099,PC
b787a03ad9cd0bf6,user_000119,597,Mobile
e9cebb5d0ec76a7b,user_000120,646,PC
4451c6e1ab1793c2,user_000121,958,PC
976d687c0143f176,user_000122,544,PC
d4f6af21cf882348,user_000123,1109,PC
a5396faeb38661bd,user_000124,542,PC
5c20407873508bb4,user_000125,1168,PC
ab8628412979bf93,user_000126,956,Mobile
e53d87b19eb726d4,user_000127,664,PC
b2fb703bac362ee8,user_000128,1119,PC
5e70b90f64c5852e,user_000129,924,Mobile
f525527cc673782e,user_000130,940,PC
8d6a67addf716e71,user_000131,605,PC
890542245ee6b01b,user_000132,1059,PC
2379ddba233da7a8,user_000133,225,Mobile
58608ea1546d4ee5,user_000134,136,Mobile
98949986d0a2e36b,user_000135,1041,PC
0795ebae645a7441,user_000136,357,PC
ee752a3732e538a2,user_000137,915,PC
67a1d0c42c7f010e,user_000138,1184,PC
bedd83fa1f00acfc,user_000139,1190,PC
1fa42803bf69aeb3,user_000140,917,Mobile
9d78e596895b3c6a,user_000141,169,PC
2ab1adb6dfc38588,user_000142,817,PC
ff6758414710da45,user_000143,911,PC
f459bcd4590c2e5f,user_000144,549,Mobile
7cea785dea5d503f,user_000145,1043,PC
26fe01506f5006c7,user_000146,632,PC
a256004d9f0348bf,user_000147,64,PC
21cc6e3421fd75a5,user_000148,537,Mobile
00b19f705bacc50b,user_000149,470,Mobile
2d84a6505ba055e2,user_000150,811,PC
ca85209df79834c9,user_000151,798,Mobile
5d73e5e99fa6a25f,user_000152,756,PC
b844c0bc139487f3,user_000153,1179,PC
e0f894f55e7ba9f8,user_000154,1074,PC
442e9b7e2595e621,user_000155,1035,Mobile
92b28094289d35a5,user_000156,252,Mobile
e0a4933a0def2db9,user_000157,66,PC
6695ac5d6dfd7bd2,user_000158,99,Mobile
8890b3d47d474057,user_000159,1174,Mobile
b188a604360f6f38,user_000160,1055,Mobile
4818defc4b5b5c2d,user_000161,57,Mobile
f2adb0e00029dfef,user_000162,204,PC
6ecf588025456aa3,user_000163,426,Mobile
c617f863e63e922f,user_000164,303,PC
19a38096046de295,user_000165,325,Mobile
2e023a262ba80e75,user_000166,334,PC
18a426c7cd30f010,user_000167,987,Mobile
020665d4927744c6,user_000168,788,PC
4b2776c090333060,user_000169,1034,PC
b4fb64c5df6a24c6,user_000170,797,Mobile
757e7738c5b303d6,user_000171,1032,PC
834047dab631736f,user_000172,58,PC
2d95a99f6e29e23d,user_000173,776,Mobile
baee6ffc5e6d0261,user_000174,57,PC
3659798e978d8783,user_000175,494,PC
c14fa61a2ccea7ff,user_000176,336,Mobile
4d6797ccec43a8c3,user_000177,757,PC
82f7d181db7c91dd,user_000178,1013,Mobile
627babeb06457f9e,user_000179,733,PC
24e09b2aad241c78,user_000180,414,Mobile
23445b185507ebae,user_000181,1031,PC
519fcb18dc447197,user_000182,1042,Mobile
c7625b64040acef4,user_000183,476,PC
3521c2b1b4f13eb6,user_000184,686,Mobile
288b03e5b1832589,user_000185,632,PC
93c14d970ce2e4e5,user_000186,1190,PC
13999b663bd8d638,user_000187,1174,PC
e8c5e038a579c6e9,user_000188,1016,PC
e880345c8bf51540,user_000189,1136,PC
eb74ac52d8868aa2,user_000190,1018,Mobile
34e511d7887f0027,user_000191,730,PC
a98e001d967efbf5,user_000192,151,Mobile
ee9305b43127c9e2,user_000193,291,Mobile
976fa18e2f5e5f51,user_000194,304,PC
5529405298987774,user_000195,944,PC
99b0023fde3a0b50,user_000196,59,PC
8841b15240d0ae7f,user_000197,683,Mobile
1fe6a8d252b6e9f0,user_000198,1138,Mobile
9b9b85ef95c86823,user_000199,272,Mobile
4fd4e6a9a63ad4ac,user_000200,633,Mobile
46deaa2b2ef1260f,user_000201,1000,PC
40ae5827a8d90b9d,user_000202,688,Mobile
4c003d591381f922,user_000203,152,PC
29c084a9d11a5ce3,user_000204,556,Mobile
a1491f3b9c1e1793,user_000205,700,Mobile
cf7fd27b1407fed1,user_000206,978,Mobile
5d3ef0c85a9c0be7,user_000207,256,PC
52ce5a346f1cc38d,user_000208,125,Mobile
07721fb121a5ff27,user_000209,393,Mobile
bfca5e8fa600f829,user_000210,1082,Mobile
880e931119c7d69c,user_000211,949,Mobile
e758da3935841791,user_000212,712,PC
b130f75cd88e3e0a,user_000213,636,PC
d9ced69a0bbb3839,user_000214,610,Mobile
50c0297293d5f706,user_000215,354,PC
06a4fdb257c1c75e,user_000216,153,PC
4ce08ec7b70945b5,user_000217,337,Mobile
edfad67fac148f38,user_000218,849,PC
3920eca4500cfedc,user_000219,431,PC
5c1388443b133ab2,user_000220,1110,Mobile
25e8cd3c9de9277d,user_000221,778,Mobile
7041a1fd91c35212,user_000222,341,Mobile
b40abe06da39e6ca,user_000223,940,Mobile
09fafd3f9f0c6c41,user_000224,814,PC
2e0e2198b1da67d9,user_000225,804,PC
6c663c5570732ab5,user_000226,566,Mobile
6a3a25842e0eb8c9,user_000227,425,PC
7be0a09084525734,user_000228,1006,PC
b10239ced46f021e,user_000229,199,PC
9cb767f0df9087d2,user_000230,519,PC
fe55856828849ce0,user_000231,421,PC
e3ac9abd68f10c02,user_000232,1041,PC
a326c37d4aafb047,user_000233,396,Mobile
b63b0e62cf6b7fd6,user_000234,493,PC
d71e7051b2c28c9f,user_000235,859,PC
4179d06555fe7261,user_000236,1155,Mobile
29ff762c6ca22894,user_000237,634,PC
70aea01536c08f8d,user_000238,1024,PC
b099d8f5aa0895aa,user_000239,229,PC
340d9559ed7ab997,user_000240,911,Mobile
01f9e78fed4e4cd0,user_000241,730,PC
c973f466d3fbf7d7,user_000242,1105,Mobile
da44246907900da7,user_000243,1051,PC
a544413a76b85e76,user_000244,586,PC
6c5e006bb6cfb0f5,user_000245,1002,Mobile
890f6e796af58393,user_000246,170,PC
23d4215f3b27846e,user_000247,474,Mobile
a035c999a5dcd564,user_000248,574,PC
62a33d9a65b4ac50,user_000249,494,Mobile
c03497989408751d,user_000250,323,Mobile
d7a106ed84698f4a,user_000251,1196,PC
ae149bbbb44457fb,user_000252,46,PC
e2d6431ba2991387,user_000253,372,PC
518fd4050a9380da,user_000254,161,PC
9c5e3447468936d6,user_000255,109,Mobile
adb19ecd5c79c5b3,user_000256,420,PC
33f14a3c546401ba,user_000257,640,PC
1d7584cec8f67517,user_000258,957,Mobile
923b9f8ba90b90c9,user_000259,106,PC
da43b6feb91ef03f,user_000260,683,Mobile
e4d597c323700aef,user_000261,64,Mobile
03841fcdbaa842c6,user_000262,593,Mobile
7fc68eba20214206,user_000263,933,PC
cf050d98af0e3fef,user_000264,509,PC
d71a6c1893c72c7f,user_000265,258,Mobile
da10a47d23a43317,user_000266,865,Mobile
63589a489d27b755,user_000267,807,PC
0fe3db6e38284fa3,user_000268,1119,Mobile
bde8307a03ef09ee,user_000269,1199,PC
dcdc8cd33cf80694,user_000270,557,PC
a8daaf986b278732,user_000271,659,Mobile
4ce78af5278dcdc1,user_000272,860,Mobile
a521743427d79f9b,user_000273,1055,PC
6c744316dd23e6c7,user_000274,664,Mobile
708f04efae3ab854,user_000275,1095,Mobile
56b573a86a2040be,user_000276,538,PC
c665b23715f5e2cc,user_000277,772,PC
809fb69593c730ef,user_000278,368,PC
e7122af0637f495b,user_000279,719,PC
ae97b283d55d99ea,user_000280,49,PC
85dd57f51921afa4,user_000281,286,Mobile
96c3eaf50d3bb4c2,user_000282,674,PC
f53d7cdbb7a5e23b,user_000283,563,Mobile
531cd56433e0fb4f,user_000284,516,PC
34c04ef9fae907f5,user_000285,945,Mobile
d6963a4828b128fa,user_000286,775,Mobile
35728b13bebf8296,user_000287,297,Mobile
49f667edcfaab535,user_000288,218,PC
cd901d6fd926598c,user_000289,203,Mobile
e37100d3528aca54,user_000290,80,Mobile
9a6d9876da3af152,user_000291,227,PC
0cf2e5cc8255ba7d,user_000292,743,Mobile
2b5ac99f240067a1,user_000293,1087,PC
19792e8ab532df1a,user_000294,676,Mobile
af50afb24c5dfe38,user_000295,512,Mobile
cae904e2fa925f90,user_000296,623,Mobile
a64d460809acc222,user_000297,679,PC
3bc2c734832f991f,user_000298,487,PC
34fabf922cac1a4b,user_000299,666,PC
7ac8d06eefa18af5,user_000300,386,PC
3d92e225d550c2f3,user_000301,415,PC
839e721a4992cda5,user_000302,654,PC
11305c461e2d1682,user_000303,81,Mobile
379f33c8db7ebf7c,user_000304,416,Mobile
308e9c8a4a892a67,user_000305,387,PC
4b0261443b88e58b,user_000306,333,Mobile
94907bd9580be727,user_000307,399,PC
a0de336474f98313,user_000308,870,Mobile
b46d2d3cdacba96f,user_000309,1197,Mobile
987ffd3dead17210,user_000310,590,Mobile
9d2112f59d740cb9,user_000311,184,PC
496702d32af20c5a,user_000312,709,PC
4e50d8a43d93f0ff,user_000313,849,PC
e97db214b6cb83e5,user_000314,609,PC
c9f14e57c80b081c,user_000315,528,Mobile
1f0a6aa580a054f3,user_000316,103,Mobile
84dff1970152b4f9,user_000317,908,Mobile
7a7303423bf67dff,user_000318,461,PC
cbe75901e00d5186,user_000319,883,PC
9a9b3ccf4113939a,user_000320,60,PC
9011bd5e9d8abe4f,user_000321,1048,PC
599e67a64d0c9198,user_000322,951,Mobile
5fa8b9ac70edc8a8,user_000323,844,Mobile
98274e1d9f8f52ad,user_000324,937,Mobile
d5f9b4c78e3a16cb,user_000325,66,Mobile
e27571e8804f4669,user_000326,957,PC
f4986681eb1f16c3,user_000327,971,Mobile
2d20e01e9fc13742,user_000328,715,PC
9c3c851641734aad,user_000329,426,PC
3cb525dc61062f74,user_000330,423,Mobile
8415638d11e96d57,user_000331,152,Mobile
1fd75411ca268925,user_000332,1021,PC
e57b62a2230dc565,user_000333,796,PC
a3e603fdb510a536,user_000334,1001,PC
45d80672a63b5f43,user_000335,364,Mobile
05d50d8a42f8d33b,user_000336,951,PC
eb434a3ecf2603c0,user_000337,369,Mobile
cbe1c26cf578cd15,user_000338,94,PC
8566adaa333d3cc0,user_000339,683,PC
0cca963ff2085340,user_000340,485,PC
b91b128ac5d44f06,user_000341,1097,PC
f211d2611cde199b,user_000342,511,PC
79353b9c2b42fa45,user_000343,1199,Mobile
6a3b25d463b143b5,user_000344,1188,Mobile
5221457567410610,user_000345,1103,Mobile
7c8bfebc558155db,user_000346,860,PC
d392fdfb8c6f5158,user_000347,979,PC
f2105a846e7dc067,user_000348,597,PC
2c01243cf48d29c0,user_000349,767,Mobile
3a0792d7c2a5703b,user_000350,80,Mobile
f1bed9411630f504,user_000351,67,Mobile
31d88f199c927cfd,user_000352,129,PC
2026cd79f2e353cc,user_000353,776,Mobile
423162e2b32a48f5,user_000354,475,Mobile
1496486070b25df1,user_000355,248,Mobile
4f60b0c4ca5d4152,user_000356,1167,Mobile
fda4e170bd317910,user_000357,289,PC
d9e4f50317b7e6bc,user_000358,511,PC
6f317bf814afa54d,user_000359,1100,Mobile
1112714d5d1183f0,user_000360,1096,PC
28783fe2d96c7e03,user_000361,313,Mobile
89c12bcc27e09701,user_000362,589,Mobile
fdd9aa412a8ddea2,user_000363,636,Mobile
dd1b4bfb722d2bad,user_000364,388,PC
2f4ee585aecdd062,user_000365,330,PC
befdfa09bd970c34,user_000366,851,Mobile
e2ade10b5d718da5,user_000367,45,Mobile
079466c784d63579,user_000368,308,Mobile
1b237e25fd3a1c2a,user_000369,1080,Mobile
90cd34fd840cc15d,user_000370,645,PC
57e994ddeb2cb7f9,user_000371,1155,PC
8b0213ba33823e26,user_000372,1095,Mobile
02470314d8fe0e16,user_000373,699,Mobile
0b22e61a3de820a0,user_000374,1118,PC
107695269776b744,user_000375,1190,Mobile
368239b345806fe7,user_000376,254,Mobile
c2c680bdb565d08c,user_000377,574,PC
592e63623c3596f4,user_000378,1156,Mobile
93a9780c92358e95,user_000379,320,PC
a312effe53d7cf25,user_000380,462,Mobile
963025bd77b374f1,user_000381,757,PC
fe577087785a38b3,user_000382,1037,PC
f7495fb3114a1375,user_000383,609,PC
0c00621b535791c2,user_000384,323,Mobile
abfa05650c7361e8,user_000385,1172,Mobile
7dbd61126832162e,user_000386,103,PC
9cddf0ff83591e25,user_000387,222,Mobile
9b0dcee07362602e,user_000388,1180,Mobile
2be240ea232f1688,user_000389,232,PC
330909fa3069bede,user_000390,954,Mobile
37999b9fe956e8cf,user_000391,90,PC
6d9ee1184095d180,user_000392,388,Mobile
10a0e0abf1b60e78,user_000393,363,PC
329ee1a9e66357cb,user_000394,259,Mobile
f627597858eae350,user_000395,1110,PC
c3a31fc67a7abd74,user_000396,912,PC
da1e6cb56e75e4d5,user_000397,1133,Mobile
bbb3c71c5899266b,user_000398,208,Mobile
2758bc491c1d0b43,user_000399,824,PC
43449db48db93b01,user_000400,663,Mobile
8953a775cf8d4121,user_000401,843,PC
3555fbecc23b727d,user_000402,165,PC
7b09348d06d233d9,user_000403,546,Mobile
e51424dabcae925d,user_000404,297,Mobile
a0f1b57ed93fd112,user_000405,1136,Mobile
def934f7bfdfb688,user_000406,225,Mobile
2a4079a6003889f3,user_000407,251,PC
1e5198dae11e9355,user_000408,44,Mobile
598041a30dfdf0f6,user_000409,635,Mobile
5bebb96ff6ad5aff,user_000410,257,PC
2fd15704c171db60,user_000411,35,PC
60689c7e4f9aed8a,user_000412,958,PC
6295f7a3d147517d,user_000413,911,PC
fe175a71c24adaf5,user_000414,747,PC
45050a030f1879a2,user_000415,771,Mobile
0e8bc030a6a06983,user_000416,1165,PC
dd9b169ce0a8ac95,user_000417,395,Mobile
f69a3a823703517c,user_000418,271,PC
7b4f7209871158e9,user_000419,719,PC
80dedf3caaa2756f,user_000420,566,PC
4ffb6374cdc60bfb,user_000421,606,PC
31469f51de4f8f2e,user_000422,1106,Mobile
680158e55a1811b2,user_000423,811,Mobile
052b0f7d6f756ab8,user_000424,834,Mobile
3f5dd53ad617fd58,user_000425,893,Mobile
efe72e42558e8603,user_000426,43,PC
5636b4b428e770b6,user_000427,1002,Mobile
0a08402f5f478494,user_000428,1058,Mobile
0e59bb6e49cd0cc0,user_000429,281,PC
bf3cbb349ea63921,user_000430,397,Mobile
5488df92d0f901c0,user_000431,593,PC
7db31c3abc9bfba6,user_000432,621,Mobile
cd4e4f8f88da6bcd,user_000433,669,PC
954dce16b30f2e24,user_000434,413,Mobile
2e943cdada81f18b,user_000435,669,Mobile
25ccb702d0209efb,user_000436,1199,PC
c2a498fa5f685c42,user_000437,398,PC
3f67fc68e681855a,user_000438,686,PC
447dcf3d2a20fefa,user_000439,1130,PC
3c08880b648020b1,user_000440,559,PC
1b40f8a4ee164992,user_000441,275,PC
bba7621fd270831d,user_000442,920,PC
9847e928b3467dd8,user_000443,1067,PC
3259a7ccfe350f4d,user_000444,1141,PC
f7d2f77272fc2979,user_000445,446,PC
7195b62d445b105a,user_000446,1167,Mobile
f777a5d44dea40d4,user_000447,940,Mobile
8e6863b733a1781e,user_000448,1116,PC
7f5f4ec60eabdd41,user_000449,629,Mobile
7c4d75b048509010,user_000450,1010,Mobile
11503ef8dbb06840,user_000451,1145,PC
3d086a667141977c,user_000452,974,Mobile
5e1b08f4753989f4,user_000453,200,Mobile
c15775c1b57e1ac5,user_000454,304,Mobile
1790f08cef4a0d68,user_000455,1127,Mobile
68fffc3089ea30c7,user_000456,393,Mobile
85604ab874b34ded,user_000457,1150,PC
32f432ef636ae65b,user_000458,78,PC
2893b088706432a1,user_000459,911,PC
c6fd4bf25b53f2e9,user_000460,605,Mobile
40ed49abe57a220c,user_000461,487,PC
8900fd419bd044b0,user_000462,304,Mobile
510ded10cfc93434,user_000463,648,Mobile
856ff6ec4de38aa3,user_000464,751,PC
c695485a14ff8221,user_000465,1123,PC
439daf5908b126ca,user_000466,720,Mobile
ba47b0eb9d283d05,user_000467,791,Mobile
0e3806c9fb087a5a,user_000468,840,PC
89c2b9edcc087e86,user_000469,625,Mobile
bd61bf79f0d6ebe8,user_000470,67,Mobile
e95c2fae7d524f15,user_000471,696,PC
1c3627b31fb51e87,user_000472,791,PC
0870c41de854735e,user_000473,955,PC
1934b77ed2f72162,user_000474,388,Mobile
a4174942dbefb2b1,user_000475,313,PC
8f97566ff63e2f6a,user_000476,967,PC
859fe53db430ba79,user_000477,1037,Mobile
a0461cd4906bb785,user_000478,278,Mobile
d4ccabc717874f21,user_000479,1038,PC
c7625ef745620dc0,user_000480,1046,Mobile
1e2d2247cdf834f1,user_000481,881,Mobile
8e1a67b13e5d171d,user_000482,1171,PC
f3d3b956cac28ace,user_000483,424,PC
f78177bccf2f1982,user_000484,119,PC
ed2ab48cb7275824,user_000485,778,PC
34dcbe5f2e7511ae,user_000486,958,PC
5008fffa14c7511e,user_000487,199,Mobile
da47ab1486edd1a0,user_000488,1098,Mobile
d8b39315c7bb893a,user_000489,1185,PC
94ed23b8034e08cb,user_000490,483,Mobile
3a250d0feb4401f5,user_000491,1150,Mobile
7419ab5d34e1f242,user_000492,1066,Mobile
d930a22113caac63,user_000493,967,PC
74baa86259ebc2b9,user_000494,651,Mobile
0a76fc0d9359c269,user_000495,120,Mobile
78fa8866d6957f1b,user_000496,601,Mobile
0f7c96d747e19fab,user_000497,416,PC
448f04e508a83a77,user_000498,57,PC
51e3c177dea75d90,user_000499,1174,Mobile
3c96a02cfe264213,user_000500,812,Mobile
155f86308b1ff2f7,user_000501,1023,PC
8a2b4e002e6873f8,user_000502,986,PC
21c9f7efbc3d59af,user_000503,1166,PC
146faaeb05e91f9d,user_000504,287,Mobile
4c0936e4ae4789ac,user_000505,141,PC
9c06624933429903,user_000506,253,PC
7f311dd08dd4e49a,user_000507,963,Mobile
382dfaeb83b8ea64,user_000508,704,PC
f0bf55339101323f,user_000509,422,Mobile
da34694e54dcf44b,user_000510,305,PC
a53ff29afb3261e0,user_000511,620,PC
842e63dc723a7c1e,user_000512,206,Mobile
7230473e085fc00e,user_000513,75,Mobile
ebd77510ac37c632,user_000514,1000,PC
875d3a55f47da3ef,user_000515,729,Mobile
8c4a890997cdc9a8,user_000516,1162,Mobile
e1b16ce9e66d8205,user_000517,815,Mobile
7649bdfea1b61c2b,user_000518,513,PC
8ac292b29f8a9d77,user_000519,969,PC
fafa8d8b57ae005c,user_000520,847,Mobile
f5a84903c86c824c,user_000521,889,Mobile
45b5e966730d122f,user_000522,1062,Mobile
ca1248a25be69dc3,user_000523,540,PC
bba4628ddcc93bce,user_000524,783,Mobile
a17fae7fe488b351,user_000525,551,Mobile
c25add3a89ba92c6,user_000526,1137,PC
55acee726cac4447,user_000527,908,PC
07bfb6deb0ecf890,user_000528,488,Mobile
bf597bd26753cd13,user_000529,292,Mobile
594b8e83fff8250c,user_000530,879,PC
977dadc85d58ed90,user_000531,289,Mobile
8627524c1349bf65,user_000532,396,Mobile
90b7b7434c0814d7,user_000533,873,PC
1333061877d3edc5,user_000534,586,Mobile
88fca1faf8f0fa07,user_000535,158,PC
faba6693427e8715,user_000536,1105,PC
5bf7d7e846b1d3a8,user_000537,881,PC
cc019fd59bfa04b6,user_000538,517,Mobile
cab9fbe91ea007e1,user_000539,636,Mobile
94336dd1c7958f2a,user_000540,784,PC
16ac2bf3e0a7d416,user_000541,772,PC
308ebc24dad77bb5,user_000542,329,PC
4e87a068d0589ed1,user_000543,1155,PC
713d7ae1c0493fd3,user_000544,70,Mobile
b607b6e6106a32ab,user_000545,269,PC
d432f30a19f2a6f5,user_000546,751,PC
0f521dd2b5f6e3a9,user_000547,992,PC
103f7053e6affe3f,user_000548,223,Mobile
eac4e1b5fa15ba93,user_000549,480,PC
5eedf31d93865fc2,user_000550,732,Mobile
c49ea1acc921d3e6,user_000551,116,Mobile
93c2d02091d297cc,user_000552,115,Mobile
06e223613b879df7,user_000553,918,PC
3ba9b67c0e22fae7,user_000554,284,Mobile
c947b59e3bd3f0a8,user_000555,913,Mobile
ba8e758a35f6ebec,user_000556,1190,Mobile
563d62e49a363a59,user_000557,946,Mobile
b4b0df753be7440f,user_000558,248,Mobile
126fb4f602fa582a,user_000559,846,PC
d20d5efa5a9ea764,user_000560,787,Mobile
95fb2c3980ee73d1,user_000561,30,PC
70eb928dc35926c5,user_000562,1046,PC
aa2398a18a92eddd,user_000563,876,Mobile
5100076c4c3b58c9,user_000564,1048,Mobile
1e1b4700d85a5f06,user_000565,438,Mobile
2819ed6cc25c709b,user_000566,977,Mobile
b4cdcd19827566b3,user_000567,619,Mobile
125df1b3addc06bf,user_000568,517,Mobile
5c9f5e00b73861d9,user_000569,1006,PC
5bbfbf5d215f8541,user_000570,653,Mobile
866cd90844a462ba,user_000571,55,PC
d293a9def9a78f9f,user_000572,697,Mobile
90449032e50292f6,user_000573,285,PC
c6d4f0312a7ef9f6,user_000574,843,Mobile
d770d55fe5957f2f,user_000575,738,PC
bf7e86b6e32a8761,user_000576,893,PC
b26da38734c0c8d5,user_000577,294,PC
9e9b57cb86f265bf,user_000578,721,PC
9af25ff0d563e4a3,user_000579,1092,Mobile
889463a7c6e68a13,user_000580,466,PC
fc40bba33298ae47,user_000581,671,Mobile
fa7944fb9aedb0b7,user_000582,655,PC
7f219a193ce02efa,user_000583,1162,PC
8fd9c3e35f336350,user_000584,1141,PC
09a8d929c774f2f3,user_000585,387,PC
0935b890fcf39d02,user_000586,1047,Mobile
fd8a7df300647526,user_000587,954,Mobile
68316d2e59709735,user_000588,1082,PC
c4903cac07d433ce,user_000589,217,Mobile
324b6c45adc582ee,user_000590,585,Mobile
74ba257e7574a786,user_000591,185,PC
2d979e26c8f579d5,user_000592,1020,PC
0e2de25405f2e9ee,user_000593,310,Mobile
ec51478f27b93afd,user_000594,733,Mobile
dffa1f599f8a62b9,user_000595,973,Mobile
6cbcb9ab051479c8,user_000596,61,Mobile
16ac2e4b17f8beb6,user_000597,778,Mobile
ddf957a3faa178d7,user_000598,267,PC
e60406359836032a,user_000599,794,Mobile
67a7545368ceea69,user_000600,970,PC
4bfe089f51c99a13,user_000601,1165,PC
a4eeb23375beacd6,user_000602,662,PC
8b4412ace9d60ff9,user_000603,454,Mobile
95d46fb9e7019473,user_000604,208,PC
4d716379728505a2,user_000605,1172,PC
fdb6d1879a98a99c,user_000606,597,PC
f670fea1f6776289,user_000607,1189,PC
d81d44360d670c80,user_000608,282,Mobile
42c77e366dc116f0,user_000609,519,PC
3b8e4e405948496e,user_000610,368,PC
14402491b7e8780d,user_000611,533,PC
57e00ddeeed5f8a2,user_000612,1143,PC
603f66f862e30364,user_000613,689,PC
52f2d16e5ff283f0,user_000614,512,PC
