return_id,user_id,return_reason,return_processing_days,exchange_conversion
,user_000192,,,
,user_000193,,,
,user_000194,,,
,user_000195,,,
,user_000196,,,
,user_000197,,,
,user_000198,,,
,user_000199,,,
,user_000200,,,
,user_000201,,,
,user_000202,,,
,user_000203,,,
,user_000204,,,
,user_000205,,,
,user_000206,,,
,user_000207,,,
,user_000208,,,
,user_000209,,,
,user_000210,,,
,user_000211,,,
,user_000212,,,
,user_000213,,,
,user_000214,,,
,user_000215,,,
,user_000216,,,
,user_000217,,,
,user_000218,,,
,user_000219,,,
,user_000220,,,
,user_000221,,,
,user_000222,,,
,user_000223,,,
,user_000224,,,
,user_000225,,,
,user_000226,,,
,user_000227,,,
,user_000228,,,
,user_000229,,,
,user_000230,,,
,user_000231,,,
,user_000232,,,
,user_000233,,,
,user_000234,,,
,user_000235,,,
,user_000236,,,
,user_000237,,,
,user_000238,,,
,user_000239,,,
,user_000240,,,
,user_000241,,,
,user_000242,,,
,user_000243,,,
,user_000244,,,
,user_000245,,,
,user_000246,,,
,user_000247,,,
,user_000248,,,
,user_000249,,,
,user_000250,,,
,user_000251,,,
,user_000252,,,
,user_000253,,,
,user_000254,,,
,user_000255,,,
,user_000256,,,
,user_000257,,,
,user_000258,,,
,user_000259,,,
,user_000260,,,
,user_000261,,,
,user_000262,,,
,user_000263,,,
,user_000264,,,
,user_000265,,,
4035a5c8-0508-489a-af33-0f37e5feb854,user_000266,Size issue,10.0,True
,user_000267,,,
,user_000268,,,
,user_000269,,,
,user_000270,,,
,user_000271,,,
,user_000272,,,
,user_000273,,,
,user_000274,,,
,user_000275,,,
,user_000276,,,
,user_000277,,,
,user_000278,,,
,user_000279,,,
,user_000280,,,
,user_000281,,,
,user_000282,,,
,user_000283,,,
,user_000284,,,
,user_000285,,,
,user_000286,,,
,user_000287,,,
,user_000288,,,
,user_000289,,,
,user_000290,,,
,user_000291,,,
,user_000292,,,
,user_000293,,,
,user_000294,,,
,user_000295,,,
,user_000296,,,
,user_000297,,,
,user_000298,,,
,user_000299,,,
,user_000300,,,
,user_000301,,,
,user_000302,,,
,user_000303,,,
,user_000304,,,
,user_000305,,,
,user_000306,,,
,user_000307,,,
,user_000308,,,
,user_000309,,,
66f0ee5a-c7da-4a79-a0d1-19bd8faa5aaa,user_000310,Changed mind,10.0,False
,user_000311,,,
,user_000312,,,
,user_000313,,,
,user_000314,,,
,user_000315,,,
,user_000316,,,
,user_000317,,,
,user_000318,,,
,user_000319,,,
,user_000320,,,
,user_000321,,,
,user_000322,,,
,user_000323,,,
,user_000324,,,
,user_000325,,,
7c03a101-0896-44e8-9185-a5630476d31c,user_000326,Changed mind,6.0,False
,user_000327,,,
,user_000328,,,
,user_000329,,,
,user_000330,,,
,user_000331,,,
,user_000332,,,
,user_000333,,,
,user_000334,,,
,user_000335,,,
,user_000336,,,
,user_000337,,,
,user_000338,,,
,user_000339,,,
,user_000340,,,
,user_000341,,,
,user_000342,,,
,user_000343,,,
,user_000344,,,
,user_000345,,,
,user_000346,,,
,user_000347,,,
,user_000348,,,
,user_000349,,,
,user_000350,,,
,user_000351,,,
,user_000352,,,
,user_000353,,,
,user_000354,,,
,user_000355,,,
,user_000356,,,
,user_000357,,,
,user_000358,,,
,user_000359,,,
,user_000360,,,
,user_000361,,,
,user_000362,,,
,user_000363,,,
,user_000364,,,
,user_000365,,,
,user_000366,,,
,user_000367,,,
,user_000368,,,
,user_000369,,,
,user_000370,,,
,user_000371,,,
,user_000372,,,
,user_000373,,,
,user_000374,,,
,user_000375,,,
f954a9c7-9d86-4c9f-b91b-0591e6bb966c,user_000376,Color mismatch,10.0,False
,user_000377,,,
,user_000378,,,
,user_000379,,,
,user_000380,,,
,user_000381,,,
,user_000382,,,
,user_000383,,,
,user_000384,,,
,user_000385,,,
,user_000386,,,
,user_000387,,,
,user_000388,,,
,user_000389,,,
,user_000390,,,
,user_000391,,,
,user_000392,,,
,user_000393,,,
,user_000394,,,
,user_000395,,,
,user_000396,,,
,user_000397,,,
,user_000398,,,
,user_000399,,,
,user_000400,,,
,user_000401,,,
,user_000402,,,
,user_000403,,,
,user_000404,,,
,user_000405,,,
,user_000406,,,
,user_000407,,,
,user_000408,,,
,user_000409,,,
,user_000410,,,
,user_000411,,,
,user_000412,,,
,user_000413,,,
,user_000414,,,
,user_000415,,,
,user_000416,,,
,user_000417,,,
,user_000418,,,
,user_000419,,,
,user_000420,,,
,user_000421,,,
,user_000422,,,
,user_000423,,,
,user_000424,,,
,user_000425,,,
,user_000426,,,
,user_000427,,,
,user_000428,,,
,user_000429,,,
,user_000430,,,
,user_000431,,,
,user_000432,,,
,user_000433,,,
,user_000434,,,
,user_000435,,,
,user_000436,,,
,user_000437,,,
,user_000438,,,
56d48ea8-5b4e-4237-bca4-550ea11b5900,user_000439,Size issue,9.0,False
,user_000440,,,
,user_000441,,,
,user_000442,,,
,user_000443,,,
,user_000444,,,
,user_000445,,,
,user_000446,,,
,user_000447,,,
,user_000448,,,
,user_000449,,,
,user_000450,,,
,user_000451,,,
,user_000452,,,
,user_000453,,,
,user_000454,,,
,user_000455,,,
,user_000456,,,
,user_000457,,,
,user_000458,,,
,user_000459,,,
,user_000460,,,
,user_000461,,,
,user_000462,,,
,user_000463,,,
,user_000464,,,
,user_000465,,,
,user_000466,,,
,user_000467,,,
,user_000468,,,
,user_000469,,,
,user_000470,,,
,user_000471,,,
,user_000472,,,
,user_000473,,,
,user_000474,,,
,user_000475,,,
,user_000476,,,
,user_000477,,,
,user_000478,,,
,user_000479,,,
,user_000480,,,
,user_000481,,,
,user_000482,,,
,user_000483,,,
,user_000484,,,
,user_000485,,,
,user_000486,,,
,user_000487,,,
,user_000488,,,
,user_000489,,,
,user_000490,,,
,user_000491,,,
,user_000492,,,
,user_000493,,,
,user_000494,,,
,user_000495,,,
,user_000496,,,
,user_000497,,,
,user_000498,,,
,user_000499,,,
,user_000500,,,
,user_000501,,,
,user_000502,,,
,user_000503,,,
,user_000504,,,
,user_000505,,,
,user_000506,,,
,user_000507,,,
,user_000508,,,
,user_000509,,,
,user_000510,,,
,user_000511,,,
,user_000512,,,
,user_000513,,,
,user_000514,,,
,user_000515,,,
,user_000516,,,
,user_000517,,,
,user_000518,,,
,user_000519,,,
,user_000520,,,
,user_000521,,,
,user_000522,,,
,user_000523,,,
,user_000524,,,
,user_000525,,,
,user_000526,,,
,user_000527,,,
,user_000528,,,
,user_000529,,,
,user_000530,,,
,user_000531,,,
,user_000532,,,
,user_000533,,,
,user_000534,,,
,user_000535,,,
,user_000536,,,
,user_000537,,,
,user_000538,,,
,user_000539,,,
,user_000540,,,
,user_000541,,,
,user_000542,,,
,user_000543,,,
,user_000544,,,
,user_000545,,,
,user_000546,,,
b7daa9f7-61e3-4bee-ac8f-ed99904881e0,user_000547,Size issue,4.0,True
,user_000548,,,
,user_000549,,,
,user_000550,,,
,user_000551,,,
,user_000552,,,
,user_000553,,,
,user_000554,,,
8420a87b-2a5d-4780-ad8d-10ebb144fda7,user_000555,Size issue,3.0,True
,user_000556,,,
,user_000557,,,
,user_000558,,,
,user_000559,,,
,user_000560,,,
,user_000561,,,
,user_000562,,,
,user_000563,,,
,user_000564,,,
,user_000565,,,
,user_000566,,,
,user_000567,,,
,user_000568,,,
,user_000569,,,
,user_000570,,,
,user_000571,,,
,user_000572,,,
,user_000573,,,
,user_000574,,,
,user_000575,,,
,user_000576,,,
,user_000577,,,
,user_000578,,,
,user_000579,,,
,user_000580,,,
,user_000581,,,
,user_000582,,,
0fa2c158-b1df-4339-b871-92b4c4082789,user_000583,Color mismatch,9.0,True
,user_000584,,,
,user_000585,,,
,user_000586,,,
,user_000587,,,
,user_000588,,,
,user_000589,,,
,user_000590,,,
,user_000591,,,
,user_000592,,,
,user_000593,,,
,user_000594,,,
,user_000595,,,
,user_000596,,,
,user_000597,,,
,user_000598,,,
,user_000599,,,
,user_000600,,,
,user_000601,,,
,user_000602,,,
,user_000603,,,
,user_000604,,,
,user_000605,,,
,user_000606,,,
,user_000607,,,
,user_000608,,,
,user_000609,,,
1d9a6102-ec1f-4519-972d-cd94f655805e,user_000610,Color mismatch,5.0,True
,user_000611,,,
,user_000612,,,
,user_000613,,,
,user_000614,,,
,user_000615,,,
,user_000616,,,
,user_000617,,,
,user_000618,,,
,user_000619,,,
,user_000620,,,
,user_000621,,,
,user_000622,,,
,user_000623,,,
,user_000624,,,
,user_000625,,,
,user_000626,,,
,user_000627,,,
,user_000628,,,
,user_000629,,,
,user_000630,,,
,user_000631,,,
,user_000632,,,
,user_000633,,,
,user_000634,,,
,user_000635,,,
,user_000636,,,
,user_000637,,,
,user_000638,,,
,user_000639,,,
,user_000640,,,
,user_000641,,,
,user_000642,,,
,user_000643,,,
,user_000644,,,
,user_000645,,,
,user_000646,,,
,user_000647,,,
,user_000648,,,
,user_000649,,,
,user_000650,,,
,user_000651,,,
,user_000652,,,
,user_000653,,,
,user_000654,,,
,user_000655,,,
,user_000656,,,
,user_000657,,,
,user_000658,,,
,user_000659,,,
,user_000660,,,
,user_000661,,,
,user_000662,,,
,user_000663,,,
,user_000664,,,
,user_000665,,,
,user_000666,,,
,user_000667,,,
,user_000668,,,
,user_000669,,,
,user_000670,,,
,user_000671,,,
,user_000672,,,
,user_000673,,,
,user_000674,,,
,user_000675,,,
,user_000676,,,
,user_000677,,,
,user_000678,,,
,user_000679,,,
,user_000680,,,
,user_000681,,,
,user_000682,,,
,user_000683,,,
,user_000684,,,
,user_000685,,,
,user_000686,,,
,user_000687,,,
,user_000688,,,
,user_000689,,,
,user_000690,,,
,user_000691,,,
,user_000692,,,
,user_000693,,,
,user_000694,,,
,user_000695,,,
,user_000696,,,
,user_000697,,,
,user_000698,,,
,user_000699,,,
,user_000700,,,
,user_000701,,,
,user_000702,,,
,user_000703,,,
,user_000704,,,
,user_000705,,,
,user_000706,,,
,user_000707,,,
,user_000708,,,
,user_000709,,,
,user_000710,,,
,user_000711,,,
,user_000712,,,
,user_000713,,,
,user_000714,,,
,user_000715,,,
,user_000716,,,
,user_000717,,,
,user_000718,,,
,user_000719,,,
,user_000720,,,
,user_000721,,,
,user_000722,,,
,user_000723,,,
,user_000724,,,
,user_000725,,,
,user_000726,,,
,user_000727,,,
,user_000728,,,
,user_000729,,,
,user_000730,,,
,user_000731,,,
,user_000732,,,
,user_000733,,,
,user_000734,,,
,user_000735,,,
,user_000736,,,
,user_000737,,,
,user_000738,,,
,user_000739,,,
,user_000740,,,
,user_000741,,,
,user_000742,,,
,user_000743,,,
,user_000744,,,
,user_000745,,,
,user_000746,,,
,user_000747,,,
,user_000748,,,
,user_000749,,,
,user_000750,,,
,user_000751,,,
,user_000752,,,
,user_000753,,,
,user_000754,,,
,user_000755,,,
,user_000756,,,
,user_000757,,,
,user_000758,,,
,user_000759,,,
,user_000760,,,
,user_000761,,,
,user_000762,,,
,user_000763,,,
,user_000764,,,
,user_000765,,,
,user_000766,,,
,user_000767,,,
,user_000768,,,
,user_000769,,,
,user_000770,,,
,user_000771,,,
,user_000772,,,
,user_000773,,,
,user_000774,,,
,user_000775,,,
,user_000776,,,
,user_000777,,,
,user_000778,,,
,user_000779,,,
,user_000780,,,
,user_000781,,,
,user_000782,,,
6785f728-2c35-440e-8b6e-e34961998aaf,user_000783,Color mismatch,2.0,False
,user_000784,,,
,user_000785,,,
,user_000786,,,
,user_000787,,,
f2ac10cb-d3cf-4433-b330-60eac1664fa0,user_000788,Color mismatch,4.0,True
,user_000789,,,
,user_000790,,,
,user_000791,,,
,user_000792,,,
,user_000793,,,
,user_000794,,,
,user_000795,,,
,user_000796,,,
,user_000797,,,
,user_000798,,,
,user_000799,,,
,user_000800,,,
,user_000801,,,
,user_000802,,,
,user_000803,,,
,user_000804,,,
,user_000805,,,
,user_000806,,,
,user_000807,,,
,user_000808,,,
,user_000809,,,
,user_000810,,,
,user_000811,,,
,user_000812,,,
,user_000813,,,
,user_000814,,,
,user_000815,,,
,user_000816,,,
,user_000817,,,
,user_000818,,,
,user_000819,,,
,user_000820,,,
,user_000821,,,
,user_000822,,,
,user_000823,,,
,user_000824,,,
,user_000825,,,
,user_000826,,,
,user_000827,,,
,user_000828,,,
,user_000829,,,
,user_000830,,,
,user_000831,,,
,user_000832,,,
,user_000833,,,
,user_000834,,,
,user_000835,,,
3ef6983f-fda4-48ab-b9bd-2acdc4f48d52,user_000836,Changed mind,6.0,True
,user_000837,,,
,user_000838,,,
,user_000839,,,
,user_000840,,,
,user_000841,,,
,user_000842,,,
,user_000843,,,
,user_000844,,,
,user_000845,,,
,user_000846,,,
,user_000847,,,
,user_000848,,,
,user_000849,,,
,user_000850,,,
,user_000851,,,
,user_000852,,,
,user_000853,,,
,user_000854,,,
,user_000855,,,
,user_000856,,,
,user_000857,,,
,user_000858,,,
,user_000859,,,
,user_000860,,,
,user_000861,,,
,user_000862,,,
,user_000863,,,
,user_000864,,,
,user_000865,,,
,user_000866,,,
15699fcb-100f-4dfb-999e-43ae806b1ca3,user_000867,Color mismatch,7.0,False
,user_000868,,,
,user_000869,,,
,user_000870,,,
,user_000871,,,
,user_000872,,,
,user_000873,,,
,user_000874,,,
,user_000875,,,
,user_000876,,,
,user_000877,,,
,user_000878,,,
,user_000879,,,
,user_000880,,,
,user_000881,,,
,user_000882,,,
,user_000883,,,
,user_000884,,,
,user_000885,,,
,user_000886,,,
,user_000887,,,
,user_000888,,,
,user_000889,,,
,user_000890,,,
,user_000891,,,
,user_000892,,,
,user_000893,,,
,user_000894,,,
,user_000895,,,
,user_000896,,,
,user_000897,,,
,user_000898,,,
,user_000899,,,
fd0fc7dd-f0d8-444e-aa9b-c52fe6ffc6c4,user_000900,Changed mind,4.0,False
,user_000901,,,
,user_000902,,,
,user_000903,,,
,user_000904,,,
,user_000905,,,
,user_000906,,,
,user_000907,,,
,user_000908,,,
,user_000909,,,
,user_000910,,,
049c93e4-94df-4f62-88a1-dbabdeb47ab7,user_000911,Changed mind,4.0,False
,user_000912,,,
,user_000913,,,
,user_000914,,,
,user_000915,,,
,user_000916,,,
,user_000917,,,
,user_000918,,,
6e5ff7e3-feee-42b2-9656-c41583b1e5a6,user_000919,Changed mind,2.0,False
,user_000920,,,
,user_000921,,,
,user_000922,,,
,user_000923,,,
,user_000924,,,
,user_000925,,,
163a4474-103b-4c40-93f9-fb8b34d0d762,user_000926,Changed mind,10.0,True
,user_000927,,,
,user_000928,,,
,user_000929,,,
,user_000930,,,
,user_000931,,,
,user_000932,,,
,user_000933,,,
,user_000934,,,
,user_000935,,,
,user_000936,,,
,user_000937,,,
,user_000938,,,
,user_000939,,,
,user_000940,,,
,user_000941,,,
,user_000942,,,
,user_000943,,,
,user_000944,,,
,user_000945,,,
,user_000946,,,
,user_000947,,,
,user_000948,,,
,user_000949,,,
,user_000950,,,
,user_000951,,,
,user_000952,,,
,user_000953,,,
,user_000954,,,
,user_000955,,,
,user_000956,,,
,user_000957,,,
,user_000958,,,
,user_000959,,,
,user_000960,,,
,user_000961,,,
,user_000962,,,
,user_000963,,,
,user_000964,,,
,user_000965,,,
,user_000966,,,
,user_000967,,,
,user_000968,,,
,user_000969,,,
,user_000970,,,
,user_000971,,,
,user_000972,,,
,user_000973,,,
,user_000974,,,
,user_000975,,,
,user_000976,,,
,user_000977,,,
,user_000978,,,
,user_000979,,,
,user_000980,,,
,user_000981,,,
,user_000982,,,
,user_000983,,,
,user_000984,,,
,user_000985,,,
,user_000986,,,
,user_000987,,,
,user_000988,,,
,user_000989,,,
,user_000990,,,
,user_000991,,,
,user_000992,,,
,user_000993,,,
,user_000994,,,
,user_000995,,,
,user_000996,,,
,user_000997,,,
,user_000998,,,
,user_000999,,,
,user_001000,,,
,user_001001,,,
,user_001002,,,
,user_001003,,,
,user_001004,,,
28879bb5-9b97-4137-815c-48d41e0b2929,user_001005,Size issue,6.0,True
,user_001006,,,
,user_001007,,,
,user_001008,,,
,user_001009,,,
e12e7298-38a0-4431-9edf-392ad1de8ff3,user_001010,Color mismatch,5.0,False
,user_001011,,,
,user_001012,,,
,user_001013,,,
,user_001014,,,
,user_001015,,,
,user_001016,,,
,user_001017,,,
,user_001018,,,
,user_001019,,,
,user_001020,,,
,user_001021,,,
,user_001022,,,
,user_001023,,,
,user_001024,,,
,user_001025,,,
,user_001026,,,
,user_001027,,,
78cddcdd-307b-422a-b1d1-f1a800b69513,user_001028,Size issue,6.0,True
,user_001029,,,
,user_001030,,,
,user_001031,,,
,user_001032,,,
,user_001033,,,
,user_001034,,,
,user_001035,,,
,user_001036,,,
,user_001037,,,
,user_001038,,,
,user_001039,,,
,user_001040,,,
,user_001041,,,
,user_001042,,,
,user_001043,,,
,user_001044,,,
,user_001045,,,
,user_001046,,,
,user_001047,,,
,user_001048,,,
,user_001049,,,
,user_001050,,,
,user_001051,,,
,user_001052,,,
,user_001053,,,
,user_001054,,,
,user_001055,,,
,user_001056,,,
,user_001057,,,
,user_001058,,,
,user_001059,,,
,user_001060,,,
,user_001061,,,
,user_001062,,,
,user_001063,,,
,user_001064,,,
,user_001065,,,
,user_001066,,,
,user_001067,,,
,user_001068,,,
,user_001069,,,
,user_001070,,,
,user_001071,,,
,user_001072,,,
,user_001073,,,
,user_001074,,,
,user_001075,,,
,user_001076,,,
,user_001077,,,
,user_001078,,,
,user_001079,,,
,user_001080,,,
,user_001081,,,
,user_001082,,,
,user_001083,,,
,user_001084,,,
,user_001085,,,
,user_001086,,,
,user_001087,,,
,user_001088,,,
,user_001089,,,
,user_001090,,,
,user_001091,,,
,user_001092,,,
,user_001093,,,
,user_001094,,,
,user_001095,,,
,user_001096,,,
,user_001097,,,
,user_001098,,,
,user_001099,,,
,user_001100,,,
,user_001101,,,
,user_001102,,,
,user_001103,,,
,user_001104,,,
,user_001105,,,
,user_001106,,,
,user_001107,,,
,user_001108,,,
,user_001109,,,
,user_001110,,,
,user_001111,,,
,user_001112,,,
,user_001113,,,
,user_001114,,,
,user_001115,,,
,user_001116,,,
,user_001117,,,
,user_001118,,,
,user_001119,,,
,user_001120,,,
,user_001121,,,
,user_001122,,,
,user_001123,,,
,user_001124,,,
,user_001125,,,
,user_001126,,,
,user_001127,,,
,user_001128,,,
,user_001129,,,
,user_001130,,,
,user_001131,,,
,user_001132,,,
,user_001133,,,
,user_001134,,,
,user_001135,,,
,user_001136,,,
,user_001137,,,
,user_001138,,,
,user_001139,,,
,user_001140,,,
,user_001141,,,
,user_001142,,,
,user_001143,,,
,user_001144,,,
,user_001145,,,
,user_001146,,,
,user_001147,,,
,user_001148,,,
e5cfdd49-68ca-45f0-a3aa-8600dec92b7a,user_001149,Changed mind,7.0,False
,user_001150,,,
,user_001151,,,
,user_001152,,,
,user_001153,,,
,user_001154,,,
,user_001155,,,
,user_001156,,,
,user_001157,,,
,user_001158,,,
,user_001159,,,
,user_001160,,,
,user_001161,,,
,user_001162,,,
,user_001163,,,
,user_001164,,,
,user_001165,,,
,user_001166,,,
,user_001167,,,
,user_001168,,,
,user_001169,,,
,user_001170,,,
,user_001171,,,
,user_001172,,,
,user_001173,,,
,user_001174,,,
,user_001175,,,
,user_001176,,,
,user_001177,,,
,user_001178,,,
,user_001179,,,
,user_001180,,,
,user_001181,,,
,user_001182,,,
,user_001183,,,
,user_001184,,,
,user_001185,,,
,user_001186,,,
,user_001187,,,
,user_001188,,,
,user_001189,,,
,user_001190,,,
,user_001191,,,
,user_001192,,,
,user_001193,,,
,user_001194,,,
,user_001195,,,
,user_001196,,,
,user_001197,,,
,user_001198,,,
,user_001199,,,
,user_001200,,,
,user_001201,,,
,user_001202,,,
,user_001203,,,
,user_001204,,,
,user_001205,,,
,user_001206,,,
,user_001207,,,
,user_001208,,,
,user_001209,,,
,user_001210,,,
,user_001211,,,
,user_001212,,,
,user_001213,,,
,user_001214,,,
,user_001215,,,
,user_001216,,,
,user_001217,,,
,user_001218,,,
,user_001219,,,
,user_001220,,,
,user_001221,,,
,user_001222,,,
,user_001223,,,
,user_001224,,,
,user_001225,,,
,user_001226,,,
,user_001227,,,
,user_001228,,,
,user_001229,,,
,user_001230,,,
,user_001231,,,
,user_001232,,,
,user_001233,,,
,user_001234,,,
,user_001235,,,
,user_001236,,,
,user_001237,,,
,user_001238,,,
,user_001239,,,
,user_001240,,,
,user_001241,,,
,user_001242,,,
,user_001243,,,
,user_001244,,,
,user_001245,,,
,user_001246,,,
,user_001247,,,
,user_001248,,,
,user_001249,,,
,user_001250,,,
,user_001251,,,
,user_001252,,,
,user_001253,,,
,user_001254,,,
,user_001255,,,
,user_001256,,,
,user_001257,,,
,user_001258,,,
,user_001259,,,
,user_001260,,,
,user_001261,,,
,user_001262,,,
,user_001263,,,
,user_001264,,,
,user_001265,,,
,user_001266,,,
,user_001267,,,
,user_001268,,,
,user_001269,,,
,user_001270,,,
,user_001271,,,
,user_001272,,,
,user_001273,,,
,user_001274,,,
,user_001275,,,
,user_001276,,,
,user_001277,,,
,user_001278,,,
,user_001279,,,
,user_001280,,,
,user_001281,,,
,user_001282,,,
,user_001283,,,
,user_001284,,,
,user_001285,,,
,user_001286,,,
,user_001287,,,
,user_001288,,,
,user_001289,,,
,user_001290,,,
,user_001291,,,
,user_001292,,,
,user_001293,,,
,user_001294,,,
,user_001295,,,
,user_001296,,,
,user_001297,,,
950107eb-9f3c-4e8b-b9a8-a8b0da4cef44,user_001298,Size issue,9.0,False
,user_001299,,,
,user_001300,,,
,user_001301,,,
,user_001302,,,
,user_001303,,,
,user_001304,,,
,user_001305,,,
,user_001306,,,
,user_001307,,,
,user_001308,,,
,user_001309,,,
,user_001310,,,
,user_001311,,,
,user_001312,,,
,user_001313,,,
,user_001314,,,
,user_001315,,,
,user_001316,,,
,user_001317,,,
,user_001318,,,
,user_001319,,,
,user_001320,,,
,user_001321,,,
,user_001322,,,
,user_001323,,,
,user_001324,,,
,user_001325,,,
,user_001326,,,
,user_001327,,,
,user_001328,,,
,user_001329,,,
,user_001330,,,
,user_001331,,,
,user_001332,,,
,user_001333,,,
,user_001334,,,
,user_001335,,,
,user_001336,,,
,user_001337,,,
,user_001338,,,
,user_001339,,,
,user_001340,,,
,user_001341,,,
,user_001342,,,
,user_001343,,,
,user_001344,,,
,user_001345,,,
,user_001346,,,
,user_001347,,,
,user_001348,,,
,user_001349,,,
,user_001350,,,
,user_001351,,,
,user_001352,,,
,user_001353,,,
,user_001354,,,
,user_001355,,,
,user_001356,,,
,user_001357,,,
,user_001358,,,
,user_001359,,,
,user_001360,,,
d1033d90-c8a6-4dd6-9bfc-1ef3c846f870,user_001361,Color mismatch,3.0,True
,user_001362,,,
,user_001363,,,
,user_001364,,,
,user_001365,,,
,user_001366,,,
,user_001367,,,
,user_001368,,,
,user_001369,,,
,user_001370,,,
,user_001371,,,
,user_001372,,,
,user_001373,,,
,user_001374,,,
,user_001375,,,
,user_001376,,,
,user_001377,,,
,user_001378,,,
,user_001379,,,
,user_001380,,,
,user_001381,,,
,user_001382,,,
,user_001383,,,
,user_001384,,,
,user_001385,,,
,user_001386,,,
,user_001387,,,
,user_001388,,,
,user_001389,,,
,user_001390,,,
,user_001391,,,
,user_001392,,,
,user_001393,,,
,user_001394,,,
,user_001395,,,
91a4865f-e57c-4a25-8da6-6f93dc0b18a2,user_001396,Size issue,4.0,True
,user_001397,,,
,user_001398,,,
,user_001399,,,
,user_001400,,,
,user_001401,,,
,user_001402,,,
,user_001403,,,
,user_001404,,,
,user_001405,,,
,user_001406,,,
,user_001407,,,
,user_001408,,,
,user_001409,,,
,user_001410,,,
,user_001411,,,
,user_001412,,,
,user_001413,,,
,user_001414,,,
,user_001415,,,
,user_001416,,,
,user_001417,,,
,user_001418,,,
,user_001419,,,
,user_001420,,,
,user_001421,,,
,user_001422,,,
,user_001423,,,
,user_001424,,,
,user_001425,,,
,user_001426,,,
,user_001427,,,
,user_001428,,,
,user_001429,,,
521e6d00-15e9-459d-b4d3-6c9c9384febe,user_001430,Color mismatch,5.0,False
,user_001431,,,
,user_001432,,,
,user_001433,,,
,user_001434,,,
,user_001435,,,
,user_001436,,,
,user_001437,,,
,user_001438,,,
,user_001439,,,
,user_001440,,,
,user_001441,,,
