product_id,user_id,product_category,product_name,color,sizes,material,brand,price,stock_quantity,rating,num_reviews,release_date
prod_00052,user_005101,Accessories,Backpack,Black,XS,Polyester,Fashionry,103.11,138,4.5,204,2024-04-13
prod_00053,user_005512,Top,Oversized Shirt,Navy,XL,Denim,StyleBox,157.27,270,3.2,817,2024-11-14
prod_00054,user_009847,Accessories,Watch,Red,M,Leather,Unistyle,54.81,464,3,117,2024-04-12
prod_00055,user_004418,Accessories,Necklace,Black,XS,Denim,Unistyle,54.27,195,4.7,121,2024-11-15
prod_00056,user_009370,Accessories,Backpack,Blue,S,Denim,StyleBox,59.16,307,4.1,261,2024-10-24
prod_00057,user_000749,Outerwear,Bomber Jacket,Beige,L,Denim,ModaCore,101.18,28,3.7,345,2024-05-04
prod_00058,user_009249,Outerwear,Bomber Jacket,Navy,M,Denim,Fashionry,74.7,446,4.6,544,2024-06-24
prod_00059,user_000933,Top,Oversized Shirt,Red,XL,Leather,Fashionry,138.93,161,4.5,416,2024-05-30
prod_00060,user_009826,Top,Oversized Shirt,Red,XS,Denim,Unistyle,156.07,474,4.8,47,2024-09-11
prod_00061,user_002955,Accessories,Beanie,Olive,XL,Polyester,TrendPeak,154.32,402,4.6,855,2024-12-06
prod_00062,user_003605,Shoes,Boots,White,L,Leather,ModaCore,181.29,167,4.2,963,2024-09-08
prod_00063,user_001262,Shoes,Heels,Red,M,Cotton,Unistyle,59.34,102,3.5,506,2024-09-20
prod_00064,user_003591,Outerwear,Blazer,White,XS,Cotton,Unistyle,180.69,196,4.4,87,2024-05-17
prod_00065,user_005960,Top,Basic T-Shirt,White,S,Denim,TrendPeak,77.6,72,4.8,826,2025-02-18
prod_00066,user_008995,Shoes,Sneakers,Red,XS,Denim,TrendPeak,178.71,268,4.4,631,2024-10-28
prod_00067,user_009322,Outerwear,Blazer,White,S,Leather,TrendPeak,142.6,104,3.9,945,2024-10-12
prod_00068,user_001450,Shoes,Sneakers,Black,XS,Cotton,ModaCore,53.73,349,3.3,532,2024-09-09
prod_00069,user_004578,Shoes,Loafers,Black,XL,Wool,StyleBox,132.69,356,3.9,272,2024-09-22
prod_00070,user_000876,Bottom,Chino Pants,Beige,S,Denim,StyleBox,136.97,139,4.9,440,2024-06-03
prod_00071,user_008512,Outerwear,Blazer,Navy,XL,Denim,Fashionry,181.22,252,3.9,827,2024-10-05
prod_00072,user_003151,Accessories,Necklace,Blue,XL,Cotton,ModaCore,71.06,414,4.3,37,2024-12-12
prod_00073,user_008568,Shoes,Heels,Olive,XS,Polyester,ModaCore,132.84,35,4.1,688,2024-10-06
prod_00074,user_005798,Shoes,Boots,Blue,XL,Leather,TrendPeak,129.55,90,5,264,2024-05-11
prod_00075,user_004617,Shoes,Heels,Olive,XL,Wool,StyleBox,136.09,171,2.6,554,2024-10-12
prod_00076,user_008704,Accessories,Beanie,Black,L,Polyester,Fashionry,107.87,486,5,678,2024-06-06
prod_00077,user_006577,Outerwear,Blazer,Beige,S,Denim,Unistyle,139.54,45,2.9,374,2025-01-08
prod_00078,user_005521,Accessories,Beanie,Beige,L,Cotton,Fashionry,69.23,30,3.4,76,2024-08-02
prod_00079,user_003218,Outerwear,Blazer,Black,S,Denim,ModaCore,102.39,301,2.6,11,2024-12-19
prod_00080,user_002543,Outerwear,Cardigan,White,XS,Denim,TrendPeak,35.67,29,4.2,693,2025-02-14
prod_00081,user_000373,Accessories,Necklace,Black,XL,Cotton,StyleBox,51.08,332,4.9,561,2025-03-20
prod_00082,user_003347,Top,Blouse,Olive,L,Wool,Unistyle,109.31,333,2.7,87,2024-10-13
prod_00083,user_002082,Bottom,Skirt,Navy,M,Denim,ModaCore,37.7,67,4,330,2025-01-08
prod_00084,user_005781,Accessories,Necklace,Black,L,Wool,StyleBox,46.31,432,3.3,866,2024-05-27
prod_00085,user_002337,Shoes,Boots,Beige,L,Polyester,Unistyle,182.36,416,4.6,161,2024-12-21
prod_00086,user_000593,Bottom,Chino Pants,Blue,L,Denim,StyleBox,177.11,79,4.5,28,2024-04-30
prod_00087,user_009827,Bottom,Jeans,Blue,S,Polyester,StyleBox,132.29,140,4.2,462,2024-07-21
prod_00088,user_006849,Bottom,Skirt,Beige,L,Cotton,TrendPeak,127.38,55,4.5,679,2024-10-25
prod_00089,user_004183,Top,Basic T-Shirt,Blue,XS,Wool,Fashionry,35.03,493,4.2,832,2024-11-27
prod_00090,user_008869,Accessories,Necklace,Red,XS,Wool,Fashionry,25.79,246,3.3,456,2024-07-15
prod_00091,user_002233,Shoes,Boots,Navy,XL,Denim,StyleBox,164.87,95,2.8,563,2025-03-04
prod_00092,user_004544,Top,Oversized Shirt,Blue,XS,Denim,Unistyle,45.93,211,3.3,771,2024-11-25
prod_00093,user_001343,Shoes,Loafers,Blue,XL,Wool,Unistyle,109.66,38,3.6,917,2024-07-18
prod_00094,user_004068,Accessories,Backpack,Beige,XL,Denim,Fashionry,20.12,389,3.7,94,2024-05-07
prod_00095,user_002224,Accessories,Backpack,Olive,XL,Polyester,StyleBox,192.98,258,3,845,2025-01-26
prod_00096,user_000569,Outerwear,Trench Coat,Black,L,Polyester,Fashionry,101.2,450,3.8,232,2025-02-28
prod_00097,user_004922,Shoes,Heels,Olive,XS,Polyester,Unistyle,145.74,379,2.8,704,2024-08-30
prod_00098,user_001667,Accessories,Watch,Olive,L,Denim,ModaCore,190.88,427,4.4,285,2025-03-19
prod_00099,user_000791,Shoes,Loafers,Blue,S,Denim,Unistyle,188.38,181,3,157,2024-11-17
prod_00100,user_009942,Top,Basic T-Shirt,Navy,M,Polyester,Fashionry,70.91,393,5,656,2024-10-21
prod_00101,user_007573,Outerwear,Trench Coat,Beige,S,Wool,TrendPeak,118.44,293,3.6,917,2024-11-18
prod_00102,user_002143,Top,Crop Top,Blue,M,Polyester,StyleBox,176.76,377,2.9,403,2024-05-18
prod_00103,user_003760,Accessories,Watch,Red,L,Wool,Unistyle,184.17,37,3.1,329,2024-10-07
prod_00104,user_000922,Shoes,Boots,Blue,XL,Cotton,TrendPeak,188.77,296,2.7,527,2024-06-28
prod_00105,user_001509,Outerwear,Bomber Jacket,Navy,L,Wool,TrendPeak,94.41,49,2.6,501,2024-09-19
prod_00106,user_009952,Outerwear,Blazer,Olive,S,Wool,ModaCore,39.3,252,4.7,910,2024-12-29
prod_00107,user_009046,Outerwear,Blazer,Beige,L,Leather,StyleBox,120.37,461,2.7,786,2025-03-26
prod_00108,user_007000,Accessories,Backpack,Red,XL,Polyester,TrendPeak,183.15,73,4.2,505,2024-05-25
prod_00109,user_005306,Shoes,Heels,Blue,XS,Denim,ModaCore,144.92,187,3,177,2024-09-23
prod_00110,user_006914,Shoes,Boots,Navy,M,Denim,Unistyle,35.83,218,4.8,617,2024-04-16
prod_00111,user_003445,Bottom,Skirt,Black,L,Cotton,Unistyle,172.29,340,4.1,677,2024-12-27
prod_00112,user_003396,Bottom,Jeans,Black,XS,Polyester,ModaCore,159.36,11,4.3,998,2025-01-11
prod_00113,user_000684,Accessories,Backpack,Olive,L,Denim,Unistyle,135.73,1,3.5,153,2024-10-12
prod_00114,user_005705,Accessories,Backpack,Blue,M,Cotton,StyleBox,152.09,398,4.3,465,2025-03-20
prod_00115,user_005833,Shoes,Heels,Olive,L,Wool,ModaCore,162.12,363,4.7,676,2024-12-31
prod_00116,user_000171,Bottom,Skirt,Navy,M,Leather,Fashionry,24.43,99,3.5,387,2024-10-10
prod_00117,user_002391,Top,Blouse,Beige,M,Wool,Unistyle,67.28,444,4.4,650,2024-12-29
prod_00118,user_004029,Top,Crop Top,Beige,XS,Leather,Fashionry,37.62,491,4.1,180,2025-03-14
prod_00119,user_005921,Bottom,Jeans,Red,M,Denim,StyleBox,141.7,79,3.8,290,2025-03-29
prod_00120,user_000088,Accessories,Backpack,Olive,M,Leather,ModaCore,82.5,81,2.9,25,2024-08-06
prod_00121,user_003780,Bottom,Skirt,Red,XS,Wool,Unistyle,20.2,292,4.2,786,2024-08-10
prod_00122,user_006837,Shoes,Sneakers,White,XS,Polyester,ModaCore,199.06,164,3.1,900,2024-10-05
prod_00123,user_009677,Accessories,Watch,Black,S,Wool,Unistyle,40.04,367,2.9,416,2025-01-26
prod_00124,user_005486,Bottom,Jeans,Beige,XL,Leather,TrendPeak,131.79,34,3.4,92,2024-06-17
prod_00125,user_006781,Accessories,Beanie,Blue,XL,Denim,Fashionry,148.25,96,4.4,875,2025-01-02
prod_00126,user_006123,Shoes,Heels,White,XL,Denim,ModaCore,75.07,460,2.5,636,2024-09-21
prod_00127,user_005527,Shoes,Loafers,White,XS,Wool,Fashionry,166.43,240,4.7,270,2024-05-31
prod_00128,user_003147,Bottom,Jogger Pants,Blue,M,Leather,TrendPeak,101.79,459,2.7,485,2025-02-02
prod_00129,user_005633,Accessories,Backpack,Olive,L,Wool,TrendPeak,80.42,278,2.7,110,2024-04-17
prod_00130,user_004187,Bottom,Jeans,Navy,L,Wool,Fashionry,153.23,416,3.5,319,2024-06-20
prod_00131,user_006005,Accessories,Backpack,White,L,Wool,Fashionry,32.2,264,4.8,311,2025-03-14
prod_00132,user_002934,Top,Basic T-Shirt,Blue,M,Wool,ModaCore,75.07,5,2.6,756,2024-05-15
prod_00133,user_000766,Shoes,Loafers,Navy,S,Denim,TrendPeak,85.62,453,4.3,490,2024-08-25
prod_00134,user_007355,Outerwear,Blazer,White,XS,Cotton,Fashionry,114.78,7,4.2,773,2024-06-18
prod_00135,user_004928,Top,Oversized Shirt,Navy,L,Denim,ModaCore,37.02,440,4.8,625,2024-11-08
prod_00136,user_009008,Top,Crop Top,Navy,L,Leather,ModaCore,77.17,448,3.4,795,2024-12-24
prod_00137,user_009165,Top,Blouse,Black,M,Denim,TrendPeak,178.23,179,3.4,835,2024-06-10
prod_00138,user_001054,Accessories,Necklace,Olive,XS,Cotton,ModaCore,143.71,163,3.2,395,2025-02-22
prod_00139,user_007078,Bottom,Chino Pants,Blue,XS,Wool,StyleBox,185.48,340,3.6,535,2024-09-05
prod_00140,user_004338,Bottom,Chino Pants,Navy,XL,Denim,Unistyle,128.9,456,4.6,334,2024-10-01
prod_00141,user_003852,Top,Blouse,Beige,XS,Denim,Unistyle,72.73,57,2.7,656,2024-05-29
prod_00142,user_008163,Bottom,Jogger Pants,Red,L,Leather,Fashionry,150.29,273,2.7,703,2024-09-27
prod_00143,user_000819,Shoes,Heels,Black,M,Leather,StyleBox,39.16,6,3.1,966,2024-06-09
prod_00144,user_000294,Bottom,Jogger Pants,White,XS,Polyester,StyleBox,20.95,226,3.8,20,2024-11-09
prod_00145,user_009967,Bottom,Skirt,White,M,Cotton,TrendPeak,173.68,260,3,862,2024-11-20
prod_00146,user_009196,Shoes,Sneakers,Beige,M,Cotton,Fashionry,96.71,283,2.7,634,2024-05-02
prod_00147,user_003456,Accessories,Backpack,Beige,S,Cotton,StyleBox,80.9,392,3.2,548,2024-12-06
prod_00148,user_000868,Bottom,Skirt,Black,XS,Leather,ModaCore,41.1,472,2.6,331,2024-06-19
prod_00149,user_002900,Shoes,Sneakers,Blue,XL,Cotton,ModaCore,45.93,266,2.8,234,2024-10-29
prod_00150,user_003687,Outerwear,Blazer,White,XL,Cotton,ModaCore,123.5,10,4.7,921,2025-03-02
prod_00151,user_007821,Shoes,Heels,Olive,S,Polyester,StyleBox,106.35,80,3,169,2024-06-05
prod_00152,user_005265,Bottom,Skirt,Blue,M,Wool,Fashionry,21.6,108,3.1,248,2024-05-31
prod_00153,user_003433,Shoes,Loafers,Navy,S,Denim,Fashionry,133.82,91,5,561,2024-10-12
prod_00154,user_005935,Bottom,Jeans,Navy,L,Wool,StyleBox,86.1,58,2.9,89,2024-07-24
prod_00155,user_001834,Shoes,Heels,Black,L,Leather,TrendPeak,188.54,372,3.8,97,2024-10-18
prod_00156,user_000636,Top,Basic T-Shirt,Navy,S,Polyester,Unistyle,64.8,264,4.9,81,2025-02-14
prod_00157,user_008882,Accessories,Watch,White,XS,Polyester,Fashionry,37.87,62,4.5,651,2024-07-30
prod_00158,user_003950,Accessories,Necklace,Blue,S,Cotton,ModaCore,183.96,114,3.2,152,2025-02-06
prod_00159,user_000012,Bottom,Jogger Pants,Blue,M,Cotton,TrendPeak,42.14,239,4.4,174,2024-08-23
prod_00160,user_006221,Outerwear,Cardigan,Olive,L,Leather,StyleBox,23.08,389,4.5,80,2025-01-12
prod_00161,user_006506,Accessories,Backpack,Beige,L,Wool,Fashionry,42.53,430,3.1,636,2024-08-25
prod_00162,user_004032,Bottom,Chino Pants,Black,S,Leather,Unistyle,148.65,87,4.1,487,2024-08-17
prod_00163,user_003349,Top,Basic T-Shirt,Red,M,Denim,TrendPeak,61.17,261,4.7,425,2024-12-28
prod_00164,user_004611,Bottom,Skirt,Olive,M,Cotton,Unistyle,193.21,378,2.8,145,2025-01-04
prod_00165,user_006647,Shoes,Boots,Beige,XS,Cotton,Unistyle,55.32,6,4.7,910,2024-04-03
prod_00166,user_002301,Top,Basic T-Shirt,Blue,XS,Wool,StyleBox,75.84,446,3.4,607,2025-02-26
prod_00167,user_002467,Outerwear,Bomber Jacket,Blue,M,Wool,ModaCore,157.14,305,4.3,4,2024-12-14
prod_00168,user_002414,Outerwear,Blazer,Black,M,Wool,StyleBox,61.98,164,4.1,170,2024-12-17
prod_00169,user_004331,Outerwear,Bomber Jacket,Red,L,Denim,StyleBox,83.41,204,3.6,549,2024-10-22
prod_00170,user_006146,Bottom,Skirt,Navy,XL,Cotton,ModaCore,21.96,428,2.9,659,2024-07-15
prod_00171,user_002389,Bottom,Jogger Pants,Red,XL,Leather,ModaCore,91.44,449,2.5,348,2025-03-29
prod_00172,user_007052,Top,Basic T-Shirt,Black,XL,Denim,StyleBox,141.42,95,3.1,301,2024-06-19
prod_00173,user_007465,Bottom,Jeans,Olive,XS,Leather,Unistyle,29.24,280,3.7,816,2024-09-23
prod_00174,user_003618,Bottom,Jeans,Navy,L,Denim,ModaCore,20.46,405,2.9,505,2024-07-19
prod_00175,user_007561,Accessories,Watch,Beige,L,Polyester,Unistyle,102.04,296,3.4,858,2024-07-29
prod_00176,user_006174,Top,Crop Top,Beige,M,Leather,StyleBox,70.07,468,4.9,249,2024-12-21
prod_00177,user_002246,Shoes,Heels,Navy,S,Leather,StyleBox,30.01,8,2.7,333,2024-07-19
prod_00178,user_003015,Top,Blouse,Navy,M,Polyester,Unistyle,105.47,43,2.7,969,2025-01-06
prod_00179,user_005469,Shoes,Boots,Beige,M,Cotton,Unistyle,129.26,285,3.4,24,2025-01-05
prod_00180,user_007597,Top,Oversized Shirt,Olive,XS,Denim,Fashionry,192.14,232,3,418,2024-04-16
prod_00181,user_008260,Bottom,Jeans,Black,S,Denim,TrendPeak,116.16,213,3.7,374,2024-06-02
prod_00182,user_009993,Bottom,Skirt,White,XS,Cotton,Unistyle,163.11,132,4.8,620,2024-06-09
prod_00183,user_009547,Bottom,Skirt,Navy,L,Leather,Unistyle,121.15,20,4.1,271,2024-07-16
prod_00184,user_008111,Bottom,Chino Pants,Red,XS,Polyester,Fashionry,37.65,354,3.2,73,2024-08-06
prod_00185,user_005450,Top,Blouse,Navy,M,Wool,TrendPeak,164.89,29,3.1,334,2025-02-28
prod_00186,user_005505,Accessories,Watch,Blue,S,Leather,ModaCore,24.35,192,4.3,133,2024-07-05
prod_00187,user_000341,Shoes,Boots,Beige,M,Polyester,Unistyle,142.15,10,4.7,981,2024-08-27
prod_00188,user_008125,Accessories,Watch,White,XL,Cotton,Fashionry,71.77,403,2.9,42,2024-12-30
prod_00189,user_007017,Bottom,Jogger Pants,Red,S,Denim,Fashionry,130.43,207,3.7,645,2024-08-30
prod_00190,user_008654,Top,Oversized Shirt,Black,S,Denim,TrendPeak,74.66,334,3,311,2024-06-12
prod_00191,user_001099,Outerwear,Blazer,Navy,L,Denim,TrendPeak,40.62,158,3.9,489,2024-08-26
prod_00192,user_007342,Accessories,Watch,Red,XS,Leather,ModaCore,106.1,360,4.6,260,2024-12-29
prod_00193,user_001455,Accessories,Necklace,Navy,XS,Polyester,Fashionry,135.22,291,3.9,0,2024-08-02
prod_00194,user_001751,Shoes,Loafers,Beige,XL,Wool,ModaCore,88.2,139,3.9,544,2024-10-01
prod_00195,user_002151,Accessories,Watch,Navy,XL,Denim,StyleBox,187.64,138,4.8,180,2024-10-20
prod_00196,user_004701,Shoes,Loafers,Red,XS,Denim,Fashionry,82.43,60,3.2,593,2024-05-05
prod_00197,user_001226,Accessories,Watch,Black,S,Denim,Unistyle,183.73,152,3.5,853,2024-12-02
prod_00198,user_000337,Top,Basic T-Shirt,Olive,XL,Denim,Unistyle,91.44,267,3.3,474,2025-03-29
prod_00199,user_005289,Top,Blouse,Blue,S,Denim,Unistyle,168.76,347,3.5,698,2025-02-01
prod_00200,user_008697,Top,Oversized Shirt,Navy,M,Leather,TrendPeak,168.62,117,3.7,977,2024-04-20
prod_00201,user_009331,Accessories,Beanie,White,XL,Leather,StyleBox,145.73,214,3.7,883,2025-01-29
prod_00202,user_009043,Shoes,Heels,Blue,S,Wool,Fashionry,185.96,465,3.4,122,2024-12-10
prod_00203,user_005207,Shoes,Loafers,Navy,M,Denim,Fashionry,171.08,166,3.8,823,2024-05-16
prod_00204,user_006798,Outerwear,Cardigan,Red,XL,Polyester,TrendPeak,59.55,194,4.6,745,2024-04-12
prod_00205,user_001727,Accessories,Backpack,Beige,XS,Leather,ModaCore,137.42,302,3,103,2025-03-11
prod_00206,user_008997,Accessories,Watch,Red,XS,Leather,Fashionry,34,483,4.4,129,2025-03-25
prod_00207,user_002179,Outerwear,Bomber Jacket,Beige,M,Polyester,Fashionry,51.78,289,4.7,62,2024-10-26
prod_00208,user_001079,Outerwear,Blazer,Olive,M,Denim,TrendPeak,97.08,398,3.5,804,2024-09-18
prod_00209,user_005046,Shoes,Boots,Black,XL,Denim,TrendPeak,152.75,165,2.8,34,2024-12-01
prod_00210,user_005422,Top,Blouse,White,XL,Polyester,Unistyle,194.32,33,3.1,301,2024-09-02
prod_00211,user_001186,Bottom,Jogger Pants,Blue,L,Wool,TrendPeak,104.5,163,2.7,285,2024-08-22
prod_00212,user_008868,Bottom,Jogger Pants,Black,S,Wool,TrendPeak,72.99,470,3.2,510,2024-05-15
prod_00213,user_003792,Outerwear,Bomber Jacket,Red,XL,Polyester,TrendPeak,148.04,249,3.4,618,2024-06-18
prod_00214,user_002830,Top,Basic T-Shirt,Navy,S,Wool,StyleBox,43.8,355,4.6,305,2024-04-05
prod_00215,user_004928,Outerwear,Cardigan,White,M,Wool,Fashionry,150.35,254,3.3,437,2025-03-04
prod_00216,user_007073,Top,Oversized Shirt,White,L,Leather,Fashionry,63.36,341,2.9,913,2024-11-08
prod_00217,user_004465,Outerwear,Bomber Jacket,White,M,Cotton,TrendPeak,70.88,266,2.6,916,2024-12-09
prod_00218,user_002839,Outerwear,Cardigan,Black,L,Polyester,Fashionry,64.54,491,4,376,2024-09-10
prod_00219,user_009073,Shoes,Boots,Red,M,Wool,StyleBox,129.26,453,3.8,786,2024-08-24
prod_00220,user_002353,Accessories,Backpack,Beige,S,Denim,TrendPeak,138.7,485,3.2,287,2024-06-02
prod_00221,user_001773,Outerwear,Cardigan,Beige,S,Polyester,Fashionry,120.51,0,4.3,719,2024-10-23
prod_00222,user_007250,Bottom,Jogger Pants,White,XS,Wool,TrendPeak,59.47,245,2.6,896,2024-05-21
prod_00223,user_007097,Top,Oversized Shirt,Navy,S,Cotton,Fashionry,160.52,184,4.3,975,2025-03-24
prod_00224,user_008893,Outerwear,Bomber Jacket,White,XS,Polyester,ModaCore,143.17,119,3.5,18,2024-05-25
prod_00225,user_003039,Outerwear,Trench Coat,Red,L,Leather,StyleBox,59.78,15,4.3,204,2024-04-03
prod_00226,user_008658,Top,Basic T-Shirt,White,M,Denim,TrendPeak,124.96,129,3.3,924,2024-04-06
prod_00227,user_002190,Outerwear,Bomber Jacket,Navy,S,Cotton,Unistyle,196.48,321,2.7,633,2024-09-08
prod_00228,user_003441,Accessories,Backpack,Olive,XL,Wool,ModaCore,83.35,109,5,648,2025-01-05
prod_00229,user_006865,Top,Basic T-Shirt,Beige,S,Leather,ModaCore,84,127,4.4,91,2024-11-26
prod_00230,user_003835,Shoes,Loafers,Olive,M,Polyester,TrendPeak,158,451,2.5,980,2024-09-01
prod_00231,user_000277,Outerwear,Trench Coat,Black,XS,Denim,TrendPeak,66.6,436,3.1,278,2024-11-29
prod_00232,user_000726,Bottom,Skirt,Beige,XS,Polyester,Unistyle,89.26,220,4.7,497,2024-12-12
prod_00233,user_005397,Outerwear,Bomber Jacket,Navy,XL,Polyester,Unistyle,82.66,202,4.4,129,2025-02-17
prod_00234,user_006246,Shoes,Boots,Blue,L,Cotton,Fashionry,186.57,371,2.9,482,2024-08-12
prod_00235,user_000190,Outerwear,Trench Coat,Black,S,Leather,Fashionry,54.32,47,3.8,59,2024-08-12
prod_00236,user_006689,Top,Blouse,Black,S,Wool,TrendPeak,46.16,439,4.9,122,2024-11-18
prod_00237,user_004264,Bottom,Jogger Pants,Red,S,Cotton,StyleBox,82.31,349,2.7,902,2024-08-31
prod_00238,user_008262,Outerwear,Cardigan,White,XL,Wool,Unistyle,155.24,466,4.1,432,2024-04-02
prod_00239,user_007394,Accessories,Necklace,Blue,XL,Wool,TrendPeak,84.85,354,3.3,913,2025-03-21
prod_00240,user_009513,Bottom,Skirt,White,L,Polyester,ModaCore,143.37,152,3.9,552,2024-06-22
prod_00241,user_003975,Bottom,Skirt,Navy,L,Polyester,TrendPeak,131.34,123,2.5,737,2024-07-04
prod_00242,user_007806,Bottom,Chino Pants,Olive,M,Leather,Fashionry,79.7,23,4.3,502,2024-08-28
prod_00243,user_000520,Outerwear,Cardigan,Blue,L,Cotton,StyleBox,135.36,386,2.6,921,2024-07-19
prod_00244,user_009768,Top,Oversized Shirt,Blue,M,Wool,ModaCore,194.62,19,4.4,290,2024-05-06
