user_id,product_category,discount_used,aov,cltv,repeat_customer,purchase_frequency
user_000083,Electronics,True,39.82,607.94,False,1
user_000084,Beauty,False,109.92,833.13,True,7
user_000085,Fashion,False,125.08,534.14,False,7
user_000086,Home,True,77.79,136.03,False,7
user_000087,Electronics,True,108.27,140.5,True,0
user_000088,Electronics,False,64.27,964.16,True,9
user_000089,Books,False,62.85,507.4,False,7
user_000090,Electronics,True,140.04,626.87,True,10
user_000091,Books,True,110.63,189.45,True,10
user_000092,Home,True,100.66,300.26,True,5
user_000093,Electronics,False,92.63,696.32,True,0
user_000094,Beauty,False,80.56,253.36,False,5
user_000095,Books,True,102.42,179.39,True,5
user_000096,Electronics,True,91.17,461.66,False,4
user_000097,Electronics,False,82.82,924.38,False,7
user_000098,Fashion,True,44.69,246.98,True,0
user_000099,Books,True,147.85,753.64,False,9
user_000100,Fashion,False,85.73,372.17,False,5
user_000101,Books,False,112.69,905.21,True,1
user_000102,Fashion,False,20.88,679.4,False,7
user_000103,Books,False,109.21,176.4,False,2
user_000104,Beauty,True,79.52,926.45,False,1
user_000105,Beauty,False,82.64,166.53,False,7
user_000106,Home,False,134.45,939.67,False,6
user_000107,Beauty,False,51.21,799.56,False,9
user_000108,Books,True,115.54,846.88,False,3
user_000109,Home,True,24.44,329.86,False,2
user_000110,Books,True,30.92,885.56,True,1
user_000111,Electronics,True,94.28,761.32,False,1
user_000112,Electronics,True,91.58,753.04,True,6
user_000113,Books,True,34.48,605.81,True,4
user_000114,Books,False,101.91,884.01,False,7
user_000115,Fashion,False,72.39,659.55,False,0
user_000116,Fashion,True,142.07,105.75,False,10
user_000117,Books,False,67.86,544.17,True,9
user_000118,Electronics,True,103.7,393.93,True,6
user_000119,Books,True,43.59,203.67,True,0
user_000120,Fashion,False,94.48,935.74,False,3
user_000121,Home,True,92.61,215.37,True,7
user_000122,Books,False,64.4,709.31,False,2
user_000123,Home,True,72.7,193.08,False,8
user_000124,Beauty,False,128.76,696.26,False,4
user_000125,Books,True,96.02,267.16,True,1
user_000126,Fashion,True,43.05,109.07,False,2
user_000127,Beauty,True,43.2,441.49,True,10
user_000128,Fashion,False,30.36,952.45,True,0
user_000129,Beauty,False,38.57,297.99,False,9
user_000130,Beauty,False,39.7,717.71,False,9
user_000131,Books,True,145.83,110.99,False,4
user_000132,Beauty,False,22.3,369.24,True,10
user_000133,Electronics,True,76.64,205.17,True,1
user_000134,Fashion,True,141.02,627.11,True,6
user_000135,Home,False,65.03,147.25,False,4
user_000136,Electronics,False,56.77,161.65,True,7
user_000137,Books,False,125.41,626.68,True,9
user_000138,Home,True,28.73,249.57,False,6
user_000139,Fashion,True,67.54,910.13,False,3
user_000140,Home,True,89.09,769.62,True,0
user_000141,Home,False,25.83,918.23,False,5
user_000142,Home,False,34.96,601.33,True,0
user_000143,Fashion,True,135.13,879.15,False,5
user_000144,Fashion,True,92.18,280.69,True,2
user_000145,Home,True,48.33,143.38,False,3
user_000146,Books,True,22.83,260.33,True,3
user_000147,Beauty,False,139.99,813.75,False,4
user_000148,Beauty,True,118.43,887.31,False,9
user_000149,Electronics,True,101.25,568.73,True,6
user_000150,Fashion,False,70.87,167.82,True,7
user_000151,Beauty,False,26.64,964.41,False,10
user_000152,Electronics,True,96.54,550.3,False,9
user_000153,Electronics,False,56.87,648.47,False,4
user_000154,Electronics,True,138.27,112.2,False,10
user_000155,Home,False,26.97,408.48,True,7
user_000156,Beauty,True,75.31,162.32,True,3
user_000157,Home,False,52.64,609.64,False,2
user_000158,Electronics,False,81.47,145.76,False,10
user_000159,Fashion,False,44.08,851.68,False,8
user_000160,Beauty,False,140.84,388.22,False,2
user_000161,Home,False,124.5,856.99,True,1
user_000162,Books,False,41.56,353.45,False,2
user_000163,Fashion,False,132.93,580.75,False,0
user_000164,Beauty,False,128.59,357.74,False,10
user_000165,Home,False,95.81,146.64,False,8
user_000166,Electronics,True,84.24,392.69,False,9
user_000167,Home,True,124.61,220.95,True,10
user_000168,Fashion,False,134.65,528.48,False,3
user_000169,Electronics,False,49.88,214.49,True,5
user_000170,Beauty,False,27.64,947.43,False,0
user_000171,Beauty,False,92.96,901.48,False,4
user_000172,Home,False,86.79,200.0,False,0
user_000173,Fashion,True,62.8,691.94,False,10
user_000174,Home,True,21.47,148.38,True,8
user_000175,Electronics,True,82.99,800.45,True,2
user_000176,Books,True,67.07,444.88,False,4
user_000177,Beauty,True,109.41,265.44,False,1
user_000178,Home,True,72.55,704.09,True,1
user_000179,Fashion,False,74.29,943.43,False,5
user_000180,Home,False,65.3,604.22,False,2
user_000181,Home,True,128.23,572.13,True,3
user_000182,Beauty,False,37.63,626.64,False,2
user_000183,Books,True,107.09,452.49,True,6
user_000184,Beauty,False,85.72,221.55,False,5
user_000185,Electronics,False,24.8,338.61,True,0
user_000186,Electronics,False,143.36,435.97,True,6
user_000187,Books,False,112.6,600.99,True,1
user_000188,Home,True,50.95,621.83,False,3
user_000189,Beauty,True,62.6,213.42,True,9
user_000190,Home,True,32.66,155.12,True,8
user_000191,Electronics,True,38.94,501.65,True,6
user_000192,Beauty,True,126.41,710.24,True,9
user_000193,Electronics,False,40.04,691.44,False,1
user_000194,Beauty,True,21.43,146.28,True,5
user_000195,Fashion,False,68.38,861.93,False,0
user_000196,Beauty,True,130.39,772.0,True,9
user_000197,Books,False,27.12,360.77,False,8
user_000198,Beauty,True,131.42,828.5,False,5
user_000199,Electronics,False,101.32,237.71,False,2
user_000200,Electronics,False,134.55,700.98,True,8
user_000201,Home,True,144.81,895.77,False,9
user_000202,Home,False,89.2,221.47,True,0
user_000203,Books,True,30.9,115.15,False,0
user_000204,Home,False,49.7,710.75,True,6
user_000205,Beauty,True,83.28,447.7,False,5
user_000206,Books,True,38.21,857.46,True,8
user_000207,Electronics,True,93.23,138.41,True,10
user_000208,Electronics,False,28.87,410.53,False,4
user_000209,Beauty,False,66.82,203.24,False,5
user_000210,Fashion,False,129.34,223.36,False,6
user_000211,Home,True,121.36,763.37,False,3
user_000212,Home,True,114.76,763.6,False,2
user_000213,Books,True,110.77,420.55,True,3
user_000214,Home,True,54.5,770.43,True,9
user_000215,Fashion,True,61.26,864.4,True,6
user_000216,Beauty,False,57.42,706.79,False,3
user_000217,Books,True,43.83,788.93,False,6
user_000218,Electronics,True,113.11,130.31,True,3
user_000219,Electronics,False,123.32,675.55,False,0
user_000220,Electronics,True,111.54,887.85,True,4
user_000221,Books,False,78.29,326.21,True,5
user_000222,Beauty,False,116.25,472.72,True,9
user_000223,Electronics,True,60.24,795.93,True,0
user_000224,Beauty,True,130.01,840.79,True,7
user_000225,Home,True,140.54,159.64,False,5
user_000226,Electronics,True,108.46,380.32,True,9
user_000227,Beauty,True,92.96,184.94,False,0
user_000228,Electronics,True,125.6,238.55,True,3
user_000229,Books,True,108.95,470.57,False,3
user_000230,Home,True,131.07,242.27,True,7
user_000231,Fashion,True,41.94,457.77,True,1
user_000232,Beauty,True,125.38,165.0,True,10
user_000233,Electronics,True,31.5,257.24,True,3
user_000234,Electronics,False,99.56,346.11,False,10
user_000235,Books,True,45.65,384.47,True,10
user_000236,Home,False,111.61,787.68,True,0
user_000237,Electronics,True,49.92,933.01,False,5
user_000238,Home,False,120.61,712.55,False,1
user_000239,Beauty,True,80.95,914.01,True,7
user_000240,Beauty,True,28.81,458.07,False,8
user_000241,Books,False,84.14,534.69,True,8
user_000242,Books,True,123.35,189.25,False,0
user_000243,Books,False,32.42,978.56,True,5
user_000244,Beauty,False,76.35,929.37,True,2
user_000245,Beauty,True,27.43,505.98,False,7
user_000246,Fashion,True,72.45,670.85,True,5
user_000247,Fashion,False,133.73,829.65,True,6
user_000248,Fashion,True,65.45,549.25,False,2
user_000249,Books,True,98.32,979.67,False,2
user_000250,Beauty,False,79.68,894.19,True,0
user_000251,Electronics,False,55.71,155.9,True,6
user_000252,Beauty,False,25.17,159.34,False,9
user_000253,Home,False,29.52,797.55,False,6
user_000254,Beauty,False,138.76,156.19,True,4
user_000255,Electronics,False,118.98,274.69,False,9
user_000256,Fashion,False,85.21,597.22,False,8
user_000257,Home,False,133.34,254.88,True,7
user_000258,Books,True,56.05,256.11,False,6
user_000259,Home,True,68.54,995.5,True,6
user_000260,Electronics,True,108.61,169.4,False,3
user_000261,Home,False,51.86,217.4,True,2
user_000262,Books,False,111.33,128.86,True,1
user_000263,Electronics,True,97.75,532.1,True,0
user_000264,Fashion,False,61.93,690.74,True,3
user_000265,Beauty,False,145.34,412.8,False,7
user_000266,Home,True,25.7,597.05,False,10
user_000267,Home,False,40.63,118.52,True,2
user_000268,Fashion,False,82.17,874.65,True,1
user_000269,Books,True,28.89,538.14,False,5
user_000270,Fashion,False,97.06,377.03,True,6
user_000271,Electronics,True,135.96,712.97,False,10
user_000272,Books,True,101.18,192.21,True,8
user_000273,Beauty,True,147.04,201.02,False,2
user_000274,Fashion,False,123.69,976.86,False,9
user_000275,Beauty,True,39.82,257.08,True,6
user_000276,Home,True,98.43,725.85,True,0
user_000277,Electronics,True,28.51,216.17,False,7
user_000278,Books,False,125.99,677.06,False,5
user_000279,Electronics,True,94.95,643.53,False,1
user_000280,Beauty,False,80.58,317.7,False,8
user_000281,Books,False,62.44,209.13,False,6
user_000282,Beauty,False,93.25,930.15,True,1
user_000283,Beauty,True,36.21,231.75,True,4
user_000284,Books,False,96.13,614.54,False,6
user_000285,Beauty,False,146.36,255.46,True,10
user_000286,Books,True,120.23,382.0,True,4
user_000287,Home,True,52.05,888.28,False,10
user_000288,Home,True,95.07,172.24,True,9
user_000289,Home,False,81.36,247.22,True,4
user_000290,Fashion,True,115.78,866.6,True,2
user_000291,Fashion,False,87.06,895.86,False,0
user_000292,Books,True,130.83,501.42,True,7
user_000293,Books,False,125.22,562.78,False,7
user_000294,Home,False,87.04,822.42,True,9
user_000295,Fashion,True,101.01,107.53,True,3
user_000296,Electronics,False,46.32,292.97,False,8
user_000297,Books,True,43.56,795.46,True,5
user_000298,Books,True,55.14,276.49,False,3
user_000299,Home,True,100.32,774.72,True,0
user_000300,Fashion,True,118.66,241.44,True,5
user_000301,Fashion,True,116.77,776.74,True,6
user_000302,Beauty,False,57.77,342.45,True,10
user_000303,Fashion,False,125.08,650.81,False,10
user_000304,Home,True,69.96,128.33,True,8
user_000305,Books,False,74.9,979.89,False,10
user_000306,Electronics,False,79.65,471.87,False,4
user_000307,Electronics,True,46.56,692.27,False,6
user_000308,Beauty,False,106.48,102.82,False,7
user_000309,Fashion,True,115.69,680.76,True,3
user_000310,Electronics,True,101.95,845.52,False,1
user_000311,Home,True,142.77,374.32,True,1
user_000312,Home,False,149.57,610.26,False,10
user_000313,Beauty,True,144.97,159.26,True,7
user_000314,Books,False,75.66,174.94,False,4
user_000315,Electronics,True,28.85,836.92,False,8
user_000316,Fashion,True,57.88,402.28,False,4
user_000317,Books,True,87.0,699.05,False,8
user_000318,Electronics,True,43.4,844.56,False,4
user_000319,Beauty,False,58.97,519.47,False,10
user_000320,Electronics,False,149.12,758.91,False,10
user_000321,Books,True,103.44,675.46,False,3
user_000322,Home,False,132.53,906.59,True,0
user_000323,Beauty,True,41.7,205.45,False,3
user_000324,Home,False,55.02,929.78,True,1
user_000325,Fashion,True,24.71,173.17,False,0
user_000326,Beauty,False,149.67,788.97,False,10
user_000327,Beauty,False,51.31,429.41,True,6
user_000328,Books,True,118.4,721.15,True,8
user_000329,Electronics,False,90.27,820.76,False,4
user_000330,Books,True,61.94,188.35,True,3
user_000331,Books,True,92.58,237.98,False,10
user_000332,Electronics,True,40.41,951.83,True,7
user_000333,Fashion,True,104.82,171.88,False,9
user_000334,Beauty,True,102.81,194.35,False,5
user_000335,Books,False,73.52,778.36,True,4
user_000336,Home,True,120.27,344.06,True,8
user_000337,Electronics,True,87.28,710.8,False,4
user_000338,Books,True,139.36,749.97,True,5
user_000339,Home,True,94.63,443.54,True,4
user_000340,Beauty,True,29.14,384.33,True,4
user_000341,Books,True,121.87,925.32,True,1
user_000342,Home,True,41.22,661.0,False,9
user_000343,Fashion,False,141.95,837.51,False,1
user_000344,Beauty,True,88.96,811.0,False,2
user_000345,Fashion,True,43.32,806.46,True,10
user_000346,Books,False,32.08,285.45,False,4
user_000347,Beauty,False,38.61,525.36,False,7
user_000348,Home,False,96.84,184.59,False,2
user_000349,Electronics,True,46.71,298.58,False,9
user_000350,Fashion,True,123.71,874.4,False,4
user_000351,Home,False,104.11,356.02,False,2
user_000352,Electronics,True,125.55,120.31,False,5
user_000353,Fashion,True,73.3,836.12,True,0
user_000354,Beauty,True,82.36,103.78,False,0
user_000355,Fashion,False,77.45,723.16,False,0
user_000356,Beauty,False,74.65,499.59,False,3
user_000357,Electronics,False,26.74,753.04,False,0
user_000358,Books,True,63.81,311.59,False,10
user_000359,Fashion,False,95.55,874.08,True,5
user_000360,Books,True,64.84,597.47,True,8
user_000361,Books,True,42.15,971.94,False,1
user_000362,Beauty,True,139.59,264.92,False,10
user_000363,Fashion,False,44.69,304.21,False,6
user_000364,Beauty,True,29.87,384.65,False,3
user_000365,Beauty,False,130.05,254.81,True,6
user_000366,Books,True,50.31,314.84,True,7
user_000367,Home,False,134.76,639.64,True,0
user_000368,Electronics,False,30.89,954.68,True,4
user_000369,Home,True,131.79,168.51,True,9
user_000370,Home,False,75.91,231.8,True,5
user_000371,Fashion,True,88.2,369.92,True,1
user_000372,Fashion,False,101.44,709.88,False,6
user_000373,Beauty,True,83.26,669.41,True,1
user_000374,Beauty,True,100.27,876.24,True,1
user_000375,Books,False,27.83,312.18,False,7
user_000376,Books,False,123.41,838.16,True,5
user_000377,Fashion,True,66.66,566.58,False,3
user_000378,Books,False,131.73,983.23,False,1
user_000379,Electronics,False,109.02,828.28,False,4
user_000380,Home,True,116.59,878.74,False,0
user_000381,Home,True,88.27,347.63,True,10
user_000382,Beauty,True,129.0,459.82,True,3
user_000383,Home,True,141.67,377.23,True,10
user_000384,Electronics,True,83.39,721.66,True,10
user_000385,Beauty,False,85.55,758.16,True,10
user_000386,Books,True,135.37,171.32,False,5
user_000387,Beauty,True,25.56,925.46,False,0
user_000388,Fashion,False,98.81,850.43,False,1
user_000389,Home,False,96.02,103.96,True,6
user_000390,Fashion,True,114.78,737.84,True,9
user_000391,Home,False,27.7,348.28,True,9
user_000392,Fashion,True,96.26,875.79,False,2
user_000393,Fashion,True,148.52,838.23,True,8
user_000394,Home,True,47.98,342.37,True,5
user_000395,Beauty,False,67.18,296.55,True,10
user_000396,Home,True,57.27,406.22,False,7
user_000397,Fashion,False,61.37,575.3,False,9
user_000398,Books,True,55.98,504.95,False,3
user_000399,Fashion,True,114.33,942.59,False,2
user_000400,Electronics,False,117.65,454.45,True,7
user_000401,Books,True,102.65,378.75,False,4
user_000402,Fashion,False,113.18,625.15,True,1
user_000403,Home,True,143.63,949.68,True,8
user_000404,Electronics,False,143.81,366.98,True,10
user_000405,Electronics,True,140.93,155.26,True,8
user_000406,Fashion,False,72.02,237.28,True,8
user_000407,Electronics,True,111.42,164.06,False,1
user_000408,Fashion,False,52.55,548.16,True,5
user_000409,Fashion,True,114.27,268.25,True,6
user_000410,Home,True,71.85,295.35,False,10
user_000411,Fashion,True,66.17,481.51,True,6
user_000412,Electronics,False,100.15,449.14,False,1
user_000413,Home,True,98.11,194.76,False,0
user_000414,Fashion,False,65.63,713.96,True,2
user_000415,Home,False,54.8,345.36,True,2
user_000416,Home,False,66.35,678.38,True,0
user_000417,Beauty,False,33.59,813.11,False,10
user_000418,Home,False,33.56,913.52,True,7
user_000419,Electronics,True,117.05,880.45,False,4
user_000420,Fashion,True,120.7,290.57,True,9
user_000421,Home,True,124.7,418.46,True,6
user_000422,Home,False,123.03,879.98,False,9
user_000423,Books,False,98.96,132.87,True,1
user_000424,Beauty,True,130.3,909.75,True,10
user_000425,Home,False,127.61,235.76,True,0
user_000426,Home,False,133.7,316.53,True,0
user_000427,Beauty,True,57.05,567.79,True,2
user_000428,Books,False,123.12,748.44,True,0
user_000429,Beauty,True,37.23,378.21,False,6
user_000430,Fashion,False,50.04,866.68,True,0
user_000431,Beauty,True,83.46,990.47,False,7
user_000432,Home,True,85.27,266.15,True,10
user_000433,Books,False,134.2,311.7,True,8
user_000434,Home,True,70.24,651.16,True,7
user_000435,Fashion,True,117.84,124.07,True,8
user_000436,Fashion,True,53.55,788.45,True,2
user_000437,Fashion,True,61.54,243.84,False,7
user_000438,Electronics,True,30.48,198.54,True,6
user_000439,Electronics,True,108.36,665.85,True,0
user_000440,Electronics,False,72.48,264.1,True,7
user_000441,Beauty,True,99.13,604.78,True,5
user_000442,Beauty,False,95.87,629.55,True,4
user_000443,Books,True,62.03,534.09,True,7
user_000444,Electronics,True,55.43,638.2,False,3
user_000445,Books,True,32.81,923.44,True,7
user_000446,Home,False,56.93,823.3,False,5
user_000447,Electronics,False,61.56,492.73,True,8
user_000448,Fashion,True,135.14,116.56,True,9
user_000449,Home,False,121.0,518.55,False,3
user_000450,Books,False,119.28,157.65,True,1
user_000451,Books,True,113.73,757.43,True,7
user_000452,Beauty,False,46.73,373.93,True,7
user_000453,Electronics,True,86.7,738.34,True,4
user_000454,Home,True,51.15,693.34,False,6
user_000455,Electronics,True,122.57,924.97,False,0
user_000456,Electronics,False,74.28,555.82,False,4
user_000457,Books,True,115.26,678.84,True,3
user_000458,Electronics,True,29.18,190.41,True,3
user_000459,Books,False,140.18,948.4,False,7
user_000460,Home,True,47.37,591.33,False,7
user_000461,Home,True,28.26,162.98,False,5
user_000462,Electronics,True,127.13,375.14,False,7
user_000463,Beauty,False,146.73,904.79,False,8
user_000464,Books,False,138.95,292.64,True,3
user_000465,Books,True,63.6,285.79,False,10
user_000466,Home,True,67.58,865.89,True,9
user_000467,Beauty,False,50.89,346.81,True,7
user_000468,Fashion,False,109.85,861.64,False,10
user_000469,Electronics,False,69.44,727.31,False,4
user_000470,Books,True,34.43,752.14,False,3
user_000471,Electronics,False,123.86,522.75,False,7
user_000472,Home,False,28.86,792.32,True,4
user_000473,Books,False,133.08,911.48,True,7
user_000474,Electronics,False,113.61,997.64,True,8
user_000475,Books,False,67.84,791.66,True,3
user_000476,Beauty,True,102.9,406.42,False,10
user_000477,Books,False,130.19,258.13,False,0
user_000478,Home,True,54.71,603.44,False,8
user_000479,Fashion,False,118.95,984.21,False,1
user_000480,Home,True,106.42,253.63,False,9
user_000481,Home,True,64.92,869.95,False,3
user_000482,Electronics,False,105.91,292.83,True,9
user_000483,Home,True,30.22,880.89,True,2
user_000484,Home,False,60.63,790.0,True,6
user_000485,Beauty,False,47.44,473.27,False,0
user_000486,Fashion,True,98.07,627.62,False,7
user_000487,Books,False,31.42,155.32,True,3
user_000488,Books,False,96.62,665.14,True,1
user_000489,Beauty,True,107.72,451.09,True,4
user_000490,Fashion,True,112.39,714.18,False,10
user_000491,Books,True,28.63,809.82,False,1
user_000492,Beauty,True,139.67,262.68,False,7
user_000493,Electronics,True,35.05,635.2,True,6
user_000494,Books,False,30.98,279.12,False,8
user_000495,Beauty,True,70.66,254.2,True,9
user_000496,Home,False,136.89,224.1,True,7
user_000497,Books,True,106.34,307.83,True,5
user_000498,Fashion,False,51.63,639.86,False,9
user_000499,Fashion,True,118.47,650.62,False,7
user_000500,Beauty,True,109.78,713.95,False,0
user_000501,Electronics,True,141.17,499.44,True,4
user_000502,Books,False,118.43,270.86,False,4
user_000503,Books,True,94.46,533.84,True,7
user_000504,Electronics,False,84.93,710.16,False,1
user_000505,Electronics,False,71.3,849.81,True,2
user_000506,Fashion,True,99.36,377.31,False,10
user_000507,Beauty,False,68.41,291.65,False,2
user_000508,Beauty,True,33.11,805.82,True,7
user_000509,Fashion,False,111.06,818.25,True,8
user_000510,Books,True,145.79,128.0,False,1
user_000511,Beauty,True,101.49,561.99,False,7
user_000512,Electronics,False,97.68,988.16,False,5
user_000513,Fashion,True,92.7,329.7,False,8
user_000514,Books,False,20.98,868.43,True,7
user_000515,Beauty,False,62.05,741.17,True,9
user_000516,Fashion,True,107.4,309.53,True,10
user_000517,Electronics,True,24.08,370.44,True,4
user_000518,Electronics,False,93.06,277.23,False,2
user_000519,Electronics,True,98.94,633.82,False,0
user_000520,Home,False,114.13,302.17,False,8
user_000521,Books,False,111.14,339.02,True,3
user_000522,Books,False,78.68,120.3,True,8
user_000523,Electronics,True,41.3,836.66,True,0
user_000524,Books,True,32.55,527.27,False,6
user_000525,Fashion,True,133.45,560.17,False,3
user_000526,Fashion,False,52.94,716.15,False,7
user_000527,Electronics,False,103.53,316.5,False,4
user_000528,Fashion,False,148.91,632.06,False,5
user_000529,Fashion,True,55.66,650.7,False,4
user_000530,Electronics,False,130.45,244.54,True,8
user_000531,Fashion,True,109.88,154.65,True,3
user_000532,Beauty,True,134.93,612.04,False,9
user_000533,Beauty,True,120.77,536.35,False,5
user_000534,Home,True,43.32,221.77,False,2
user_000535,Beauty,True,87.12,316.73,False,6
user_000536,Books,True,149.61,886.82,False,3
user_000537,Fashion,True,95.82,976.92,True,5
user_000538,Books,True,40.18,916.84,True,8
user_000539,Home,False,125.79,506.77,True,3
user_000540,Fashion,True,91.06,200.72,False,4
user_000541,Beauty,False,107.83,643.37,True,5
user_000542,Books,True,34.8,465.82,True,8
user_000543,Books,False,107.85,716.2,True,4
user_000544,Electronics,False,25.73,487.87,False,0
user_000545,Beauty,False,81.63,943.4,True,4
user_000546,Home,True,56.63,290.04,False,3
user_000547,Fashion,False,56.24,947.83,True,0
user_000548,Books,False,41.0,497.22,True,9
user_000549,Fashion,False,22.84,967.02,True,8
user_000550,Books,True,48.53,568.29,True,5
user_000551,Fashion,False,44.46,907.77,False,2
user_000552,Beauty,False,148.59,812.83,True,0
user_000553,Books,False,109.1,807.9,True,1
user_000554,Electronics,False,89.96,944.74,True,5
user_000555,Beauty,False,129.03,292.43,False,0
user_000556,Electronics,False,70.99,254.41,True,2
user_000557,Home,False,141.84,385.64,True,10
user_000558,Books,True,39.47,103.52,True,0
user_000559,Beauty,False,61.18,203.75,False,0
user_000560,Fashion,True,80.25,799.92,True,6
user_000561,Fashion,True,115.89,167.98,True,2
user_000562,Beauty,False,126.94,306.92,False,4
user_000563,Fashion,True,97.67,705.11,False,0
user_000564,Beauty,True,38.83,315.27,False,2
user_000565,Books,True,110.96,454.34,False,3
user_000566,Books,False,99.12,142.42,True,6
user_000567,Fashion,False,46.42,527.54,True,0
user_000568,Home,True,140.2,602.74,False,1
user_000569,Fashion,False,66.5,867.98,False,6
user_000570,Home,False,79.28,588.4,False,4
user_000571,Fashion,True,139.23,809.86,False,4
user_000572,Home,False,47.01,361.24,False,3
user_000573,Beauty,False,73.43,725.48,False,7
user_000574,Beauty,True,100.9,906.18,False,0
user_000575,Beauty,False,56.57,187.67,False,3
user_000576,Beauty,True,87.54,167.38,False,9
user_000577,Electronics,False,87.3,947.28,True,5
user_000578,Fashion,True,86.34,216.61,False,5
user_000579,Books,True,146.76,459.8,False,0
user_000580,Beauty,False,79.56,640.16,False,9
user_000581,Books,False,40.8,762.88,True,3
user_000582,Home,False,42.25,668.37,True,8
user_000583,Electronics,True,118.43,372.64,False,4
user_000584,Electronics,False,88.77,242.24,False,4
user_000585,Fashion,False,135.96,186.9,True,7
user_000586,Books,False,117.79,935.24,False,5
user_000587,Fashion,False,55.47,667.61,True,0
user_000588,Beauty,False,94.21,904.51,True,1
user_000589,Beauty,True,94.29,851.54,False,9
user_000590,Home,False,143.38,952.86,True,8
user_000591,Books,False,142.68,483.82,True,5
user_000592,Electronics,True,24.18,588.4,True,0
user_000593,Beauty,False,97.0,925.62,False,0
user_000594,Fashion,False,112.82,332.39,False,3
user_000595,Fashion,True,98.29,822.33,True,10
user_000596,Home,True,78.11,554.67,True,5
user_000597,Books,True,105.45,447.43,True,3
user_000598,Beauty,True,60.13,759.73,False,6
user_000599,Home,False,133.98,561.67,False,10
user_000600,Books,True,95.14,247.06,True,9
